PDB ID	Entry	Cross-reference (ChEMBL)	Cross-reference (BindingDB)	Protein names
5afl,5afk,5afm,5afj,5afn	P36544	CHEMBL2492;	P36544;	Neuronal acetylcholine receptor subunit alpha-7
5eay	P51530			DNA replication ATP-dependent helicase/nuclease DNA2 (hDNA2) (DNA replication ATP-dependent helicase-like homolog) [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]
6f05	O80852			Glutathione S-transferase F9 (AtGSTF9) (EC 2.5.1.18) (AtGSTF7) (GST class-phi member 9)
1r5v	P18468			H-2 class II histocompatibility antigen, I-A beta chain
2jq9	Q9HD42			Charged multivesicular body protein 1a (Chromatin-modifying protein 1a) (CHMP1a) (Vacuolar protein sorting-associated protein 46-1) (Vps46-1) (hVps46-1)
3t01	Q92UV8			Probable phosphonoacetate hydrolase (EC 3.6.1.9)
6g46,4dt2,4dsy,4dhl	P80366	CHEMBL5670;	P80366;	Fe(3+)-Zn(2+) purple acid phosphatase (PAP) (EC 3.1.3.2) (Iron(III)-zinc(II) purple acid phosphatase)
5a7y	Q4J894			tRNA (adenine(9)-N1)-methyltransferase (EC 2.1.1.218) (tRNA(m1A9)-methyltransferase) (tRNA(m1A9)MTase)
5ovv	Q8K1Q4			Leucine zipper putative tumor suppressor 3 (ProSAP-interacting protein 1) (ProSAPiP1)
6c5f	P30046			D-dopachrome decarboxylase (EC 4.1.1.84) (D-dopachrome tautomerase) (Phenylpyruvate tautomerase II)
6gh9	Q9Y4E8		Q9Y4E8;	Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15) (Unph-2) (Unph4)
1gwv,1gww,2vfz,1gx0,1gx4,1o7o	P14769	CHEMBL2069158;	P14769;	N-acetyllactosaminide alpha-1,3-galactosyltransferase (EC 2.4.1.87) (UDP-galactose:beta-D-galactosyl-1,4-N-acetyl-D-glucosaminide alpha-1,3-galactosyltransferase) (Galactosyltransferase)
3l2y	P02741			C-reactive protein [Cleaved into: C-reactive protein(1-205)]
5el2,3n7h	A0A1U7F4W2			AGAP003309-PA (Odorant-binding protein 1) (Odorant-binding protein AgamOBP1)
3ro0	P46107			Pyrrolidone-carboxylate peptidase (EC 3.4.19.3) (5-oxoprolyl-peptidase) (Pyroglutamyl-peptidase I) (PGP-I) (Pyrase)
4j81	O15503			Insulin-induced gene 1 protein (INSIG-1)
3puj	P61765			Syntaxin-binding protein 1 (N-Sec1) (Protein unc-18 homolog 1) (Unc18-1) (Protein unc-18 homolog A) (Unc-18A) (p67) (rbSec1)
3uug	P25548			Multiple sugar-binding periplasmic receptor ChvE
5l8o,5l8n	P51161			Gastrotropin (GT) (Fatty acid-binding protein 6) (Ileal lipid-binding protein) (ILBP) (Intestinal 15 kDa protein) (I-15P) (Intestinal bile acid-binding protein) (I-BABP)
1xz8	P41007			Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)]
2h1h	P24173	CHEMBL4295576;	P24173;	Lipopolysaccharide heptosyltransferase 1 (EC 2.-.-.-)
2lyw	P30989	CHEMBL4123;	P30989;	Neurotensin receptor type 1 (NT-R-1) (NTR1) (High-affinity levocabastine-insensitive neurotensin receptor) (NTRH)
2puy	Q6NXT2			Histone H3.3C (Histone H3.5)
2puy	Q96BD5			PHD finger protein 21A (BHC80a) (BRAF35-HDAC complex protein BHC80)
2ra6	Q29147			Trichosurin
2vl8	Q46342			Cytotoxin-L (EC 3.4.22.-) (Lethal toxin) (LT) [Cleaved into: Glucosyltransferase TcsL (EC 2.4.1.-)]
2wl4,2wkt,2wl5	P07097			Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Beta-ketothiolase)
3bzf	P10321			HLA class I histocompatibility antigen, C alpha chain (HLA-C) (HLA-Cw) (Human leukocyte antigen C)
3fdt	P45973	CHEMBL3826867;	P45973;	Chromobox protein homolog 5 (Antigen p25) (Heterochromatin protein 1 homolog alpha) (HP1 alpha)
3g4f	Q39761			(+)-delta-cadinene synthase isozyme XC1 (D-cadinene synthase XC1) (EC 4.2.3.13)
3q7j	O93655			Tricorn protease-interacting factor F3 (EC 3.4.11.-)
4dcx,4dcy	P33590			Nickel-binding periplasmic protein
4igq	Q53WJ1			Lysine-specific demethylase JMJ703 (EC 1.14.11.-) (Jumonji domain-containing protein 703) (Lysine-specific histone demethylase JMJ703) (Protein JUMONJI 703)
4trc	Q97W95			Purine phosphoribosyltransferase (GpT-1) (EC 2.4.2.-)
5isz,5jhd	P03485			Matrix protein 1 (M1)
2krd,6mv3,2l1r,1mxl,1lxf,5w88,5wcl	P19429	CHEMBL2095202;		Troponin I, cardiac muscle (Cardiac troponin I)
5y20	Q9FFF5			PHD finger protein ALFIN-LIKE 1 (Protein AL1)
6f3f	P05480	CHEMBL3074;	P05480;	Neuronal proto-oncogene tyrosine-protein kinase Src (EC 2.7.10.2) (Proto-oncogene c-Src) (pp60c-src) (p60-Src)
4mdr,3l81	O00189			AP-4 complex subunit mu-1 (AP-4 adaptor complex mu subunit) (Adaptor-related protein complex 4 subunit mu-1) (Mu subunit of AP-4) (Mu-adaptin-related protein 2) (mu-ARP2) (Mu4-adaptin) (mu4)
3otx	Q584S0			Adenosine kinase (EC 2.7.1.20)
5dms	Q07832			Serine/threonine-protein kinase PLK1 (EC 2.7.11.21) (Polo-like kinase 1) (PLK-1) (Serine/threonine-protein kinase 13) (STPK13)
5dms	Q8CDI2			F-box only protein 43 (Endogenous meiotic inhibitor 2)
1lyx,1lzo	Q07412			Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)
1szd	P53686	CHEMBL5933;	P53686;	NAD-dependent protein deacetylase HST2 (EC 2.3.1.286) (Homologous to SIR2 protein 2) (Regulatory protein SIR2 homolog 2)
1w80	O43426			Synaptojanin-1 (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1)
4bd3	Q5T6S3		Q5T6S3;	PHD finger protein 19 (Polycomb-like protein 3) (hPCL3)
4o45,4nw2	P03495			Non-structural protein 1 (NS1) (NS1A)
5b56	Q73369			Protein Vpr (R ORF protein) (Viral protein R)
1utc	P49418			Amphiphysin
1utc	P49951			Clathrin heavy chain 1
2w92	Q93HW0			Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96)
3b2q	Q60187			V-type ATP synthase beta chain (V-ATPase subunit B)
3djx,3djq,1n3z,3djp,3djo,3djv	P00669	CHEMBL1075179;	P00669;	Seminal ribonuclease (S-RNase) (Seminal RNase) (EC 4.6.1.18) (Ribonuclease BS-1)
3zmt	O95863			Zinc finger protein SNAI1 (Protein snail homolog 1) (Protein sna)
4myd	P37355			2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (SHCHC synthase) (EC 4.2.99.20)
5c2o	Q8DSE5			Putative deoxycytidylate deaminase
4j73	Q3T133			Transmembrane emp24 domain-containing protein 9 (p24 family protein alpha-2) (p24alpha2)
5iql	Q9ULM3			YEATS domain-containing protein 2
5npf,5o0s,5ost	F6BL85			Glucosylceramidase (EC 3.2.1.45)
1uj0	O88811			Signal transducing adapter molecule 2 (STAM-2) (Hrs-binding protein)
1uj0	Q80U87			Ubiquitin carboxyl-terminal hydrolase 8 (EC 3.4.19.12) (Deubiquitinating enzyme 8) (Ubiquitin isopeptidase Y) (mUBPy) (Ubiquitin thioesterase 8) (Ubiquitin-specific-processing protease 8)
2uzj	P0C0J0	CHEMBL2034806;	P0C0J0;	Streptopain (EC 3.4.22.10) (Exotoxin type B) (SPE B) (Streptococcal cysteine proteinase) (Streptococcus peptidase A) (SPP)
3sov,3soq	O75581	CHEMBL3745588;	O75581;	Low-density lipoprotein receptor-related protein 6 (LRP-6)
3soq	O94907	CHEMBL6024;	O94907;	Dickkopf-related protein 1 (Dickkopf-1) (Dkk-1) (hDkk-1) (SK)
4xtp,4xtm	P81371			Seed lectin (VML) [Cleaved into: Seed lectin alpha chain; Seed lectin gamma chain; Seed lectin beta chain]
4yrd	A0A0H3JP37			Capsular polysaccharide synthesis enzyme Cap5F
4zs9	A0A1A9TA69			Sugar binding protein of ABC transporter system
5ko5	A0A0U3AGT1			Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase)
5ow1,5ovx,5ovr	P54829	CHEMBL2007628;	P54829;	Tyrosine-protein phosphatase non-receptor type 5 (EC 3.1.3.48) (Neural-specific protein-tyrosine phosphatase) (Striatum-enriched protein-tyrosine phosphatase) (STEP)
2k46	Q6INX3			Malectin-A
4bi6,4bi7	P36186			Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Methylglyoxal synthase) (EC 4.2.3.3) (Triose-phosphate isomerase)
5n7g	P07355	CHEMBL1764938;		Annexin A2 (Annexin II) (Annexin-2) (Calpactin I heavy chain) (Calpactin-1 heavy chain) (Chromobindin-8) (Lipocortin II) (Placental anticoagulant protein IV) (PAP-IV) (Protein I) (p36)
2ihj	Q15KI8			Alpha-2,3/2,6-sialyltransferase/sialidase
3wq5,3wq6	Q7X9A9			Beta-primeverosidase (EC 3.2.1.149)
4xbo	P0AE01			tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ (EC 2.1.1.200) (TrMet(Xm32)) (tRNA (cytidine(32)/uridine(32)-2'-O)-methyltransferase) (tRNA Cm32/Um32 methyltransferase)
5yco	Q96PU4			E3 ubiquitin-protein ligase UHRF2 (EC 2.3.2.27) (Np95/ICBP90-like RING finger protein) (Np95-like RING finger protein) (Nuclear protein 97) (Nuclear zinc finger protein Np97) (RING finger protein 107) (RING-type E3 ubiquitin transferase UHRF2) (Ubiquitin-like PHD and RING finger domain-containing protein 2) (Ubiquitin-like-containing PHD and RING finger domains protein 2)
1f73,1f74,1f7b	P44539			N-acetylneuraminate lyase (NAL) (Neu5Ac lyase) (EC 4.1.3.3) (N-acetylneuraminate pyruvate-lyase) (N-acetylneuraminic acid aldolase) (Sialate lyase) (Sialic acid aldolase) (Sialic acid lyase)
3blu,3blt,3bm8,1pa9	P15273	CHEMBL4404;	P15273;	Tyrosine-protein phosphatase YopH (EC 3.1.3.48) (Virulence protein)
1jlr,1upf	Q26998			Uracil phosphoribosyltransferase (UPRT) (UPRTase) (EC 2.4.2.9) (UMP pyrophosphorylase)
2fr8,2frd,2fsv	P0C188			NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta) (Proton-translocating transhydrogenase NADP(H)-binding component) (Pyridine nucleotide transhydrogenase subunit beta) (dIII)
2fr8,2frd,2fsv	Q2RSB2			NAD(P) transhydrogenase subunit alpha part 1 (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit alpha 1) (Proton-translocating transhydrogenase component 1) (Pyridine nucleotide transhydrogenase subunit alpha 1) (dI)
2pyy	D0VWX9			Ionotropic glutamate receptor bacterial homologue
2q80	O95749	CHEMBL4769;	O95749;	Geranylgeranyl pyrophosphate synthase (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)
2w0s,2v54	P68693			Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)
2v88,2v85,2v86,2v83,2v87	P21784			V(D)J recombination-activating protein 2 (RAG-2)
2v88,2v86,2v87	P84228			Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (H3-clustered histone 2) (H3-clustered histone 3) (H3-clustered histone 4) (H3-clustered histone 6) (H3-clustered histone 7)
2aq7,2aqb,1fj4,2vb8,2vba	P0A953	CHEMBL4913;	P0A953;	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I) (KAS I)
3d7k	P51853			Benzaldehyde lyase (EC 4.1.2.38) (Benzoin aldolase) (BL) (BZL)
3iaf,3iae,3d7k	Q9F4L3			Benzaldehyde lyase
3iqi,3iqh,3iqg	P45040	CHEMBL1075088;	P45040;	Cysteine synthase (CSase) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase) (OAS-TL) (O-acetylserine sulfhydrylase)
3lkj	P29965	CHEMBL3580491;		CD40 ligand (CD40-L) (T-cell antigen Gp39) (TNF-related activation protein) (TRAP) (Tumor necrosis factor ligand superfamily member 5) (CD antigen CD154) [Cleaved into: CD40 ligand, membrane form; CD40 ligand, soluble form (sCD40L)]
3t2c	B1YAL1			Fructose-1,6-bisphosphate aldolase/phosphatase (FBP A/P) (FBP aldolase/phosphatase) (EC 3.1.3.11) (EC 4.1.2.13)
4bc5	O75191			Xylulose kinase (Xylulokinase) (EC 2.7.1.17)
4jal	P0AGJ7			tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL)
4p58	O88587	CHEMBL3286068;	O88587;	Catechol O-methyltransferase (EC 2.1.1.6)
4z2o,4z2p	A9D857			Hoefavidin
5jpt	P53131			Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43 (EC 3.6.4.13) (Helicase JA1)
5n1p	Q81EJ6	CHEMBL4295614;	Q81EJ6;	Peptidoglycan-N-acetylglucosamine deacetylase BC_1974 (Peptidoglycan GlcNAc deacetylase) (EC 3.5.1.104)
2bo4	Q9RFR0			Mannosylglycerate synthase (MGS) (EC 2.4.1.269)
2xs8	Q02843			Gag polyprotein (Pr55Gag) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide p2; Nucleocapsid protein p7 (NC); Spacer peptide p1; p6-gag]
4a9c	O15357	CHEMBL2331064;	O15357;	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)
5ulp	A0A024B7W1			Genome polyprotein [Cleaved into: Capsid protein C (Capsid protein) (Core protein); Protein prM (Precursor membrane protein); Peptide pr (Peptide precursor); Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (NS5)]
6g0q	P15976			Erythroid transcription factor (Eryf1) (GATA-binding factor 1) (GATA-1) (GF-1) (NF-E1 DNA-binding protein)
1joc	Q15075			Early endosome antigen 1 (Endosome-associated protein p162) (Zinc finger FYVE domain-containing protein 2)
1l0a	Q13114			TNF receptor-associated factor 3 (EC 2.3.2.27) (CAP-1) (CD40 receptor-associated factor 1) (CRAF1) (CD40-binding protein) (CD40BP) (LMP1-associated protein 1) (LAP1) (RING-type E3 ubiquitin transferase TRAF3)
1l0a	Q92844			TRAF family member-associated NF-kappa-B activator (TRAF-interacting protein) (I-TRAF)
1ofz	P18891			Fucose-specific lectin (Aleuria aurantia lectin) (AAL)
1sm3	P01723			Ig lambda-1 chain V region
2a25	Q9HB71	CHEMBL4295948;		Calcyclin-binding protein (CacyBP) (hCacyBP) (S100A6-binding protein) (Siah-interacting protein)
2k00	P54939			Talin-1
2k00	Q8C351			Layilin
2rol	P07766	CHEMBL1975;		T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e)
2rol	Q8TE68			Epidermal growth factor receptor kinase substrate 8-like protein 1 (EPS8-like protein 1) (Epidermal growth factor receptor pathway substrate 8-related protein 1) (EPS8-related protein 1)
4qlk,4qll,3f5l,3f5j,3f5k	Q75I93			Beta-glucosidase 7 (Os3bglu7) (EC 3.2.1.21)
5l4h,4f8h,3p4w,5l4e,3p50	Q7NDN8			Proton-gated ion channel (GLIC) (Ligand-gated ion channel) (LGIC)
3f39,3f37,3f38,3f36,3f34,3f35,3f33,3u90	P02791	CHEMBL1293254;		Ferritin light chain (Ferritin L subunit)
4ynl	O52748			Transcriptional regulator peptide PatS (Heterocyst inhibition-signaling peptide) [Cleaved into: PatS6]
4ynl	P27709			DNA-binding transcriptional activator HetR (EC 3.4.21.-) (Heterocyst differentiation control protein)
6f1j	A0A2H5BN17			Non-reducing end alpha-L-arabinofuranosidase (EC 3.2.1.55)
3v43	Q92794	CHEMBL3774298;		Histone acetyltransferase KAT6A (EC 2.3.1.48) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 3) (MYST-3) (Monocytic leukemia zinc finger protein) (Runt-related transcription factor-binding protein 2) (Zinc finger protein 220)
4hzm	Q8ZQ06			Beta-hexosaminidase (EC 3.2.1.52) (Beta-N-acetylhexosaminidase) (N-acetyl-beta-glucosaminidase)
4xwk	P21447	CHEMBL2573;	P21447;	ATP-dependent translocase ABCB1 (ATP-binding cassette sub-family B member 1A) (MDR1A) (Multidrug resistance protein 1A) (EC 7.6.2.2) (Multidrug resistance protein 3) (P-glycoprotein 3) (Phospholipid transporter ABCB1) (EC 7.6.2.1)
4myh	P40416			Iron-sulfur clusters transporter ATM1, mitochondrial (EC 7.-.-.-)
2flh,4psb	A0A1S3THR8			Phytohormone-binding protein CSBP (Cytokinin-specific binding protein) (VrCSBP) (Major pollen allergen Bet v 1-like protein) (Pathogenesis-related PR10-like protein) (allergen Vig r 6)
5e4w	P0AA27			Thioredoxin 1 (Trx-1)
5e4w	Q8LBP4			Inner membrane protein ALBINO3, chloroplastic
5klp	Q6VE93			Serine/threonine-protein acetyltransferase HopZ1a (EC 2.3.1.-) (Protein orf34)
6fcl	P07741	CHEMBL4105819;		Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7)
2w12	P83512	CHEMBL2079851;	P83512;	Snake venom metalloproteinase BaP1 (SVMP) (EC 3.4.24.-) (Hemorrhagic metalloproteinase BaP1) (Bap-1)
2w87	Q51815			Esterase D
4i1r	Q9UDY8	CHEMBL3632452;	Q9UDY8;	Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase)
4q93	P54577	CHEMBL3179;	P54577;	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]
5awt,5awu	Q9BQI5			SH3-containing GRB2-like protein 3-interacting protein 1 (Endophilin-3-interacting protein)
5jq9	A0A2S9PLG4			Dihydropteroate synthase (EC 2.5.1.15)
5w94	P40090			MAU2 chromatid cohesion factor homolog (Sister chromatid cohesion protein 4)
5w94	Q02732			Inner kinetochore subunit CTF19 (CENP-P homolog) (Chromosome transmission fidelity protein 19) (Constitutive centromere-associated network protein CTF19) (Minichromosome maintenance protein 18)
5w94	Q04002			Sister chromatid cohesion protein 2
1m1b	P56839			Phosphoenolpyruvate phosphomutase (PEP mutase) (PEP phosphomutase) (Phosphoenolpyruvate mutase) (EC 5.4.2.9)
2l3r	Q3BDD9			Histone H3 (Fragment)
2xg5	P07111			PAP fimbrial minor pilin protein
2xg5	P15319	CHEMBL3309037;	P15319;	Chaperone protein PapD
3pkn	Q71RC2			La-related protein 4 (La ribonucleoprotein domain family member 4)
4o42	Q38SQ2			Non-structural protein 1 (NS1) (NS1A)
3rqw,5lg3,4z90	E0SJQ4			Gamma-aminobutyric-acid receptor subunit beta-1
5hlb,5hl9,5hld	P02919	CHEMBL1814;	P02919;	Penicillin-binding protein 1B (PBP-1b) (PBP1b) (Murein polymerase) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase) (Peptidoglycan glycosyltransferase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]
5lhu	P9WMN1	CHEMBL6086;	P9WMN1;	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)
5ndb	Q8G9Q0	CHEMBL3562178;		Beta-lactamase IMP-1 (Beta-lactamase SPM-1) (EC 3.5.2.6) (Metallo-b-lactamase) (Metallo-beta-lactamase blaSPM-1) (SPM-1) (Subclass B1 metallo-beta-lactamase SPM-1)
1f47	P0A9A6	CHEMBL3999;	P0A9A6;	Cell division protein FtsZ
5ybi,5zt1	P0A1C1			Probable ATP synthase SpaL/MxiB (EC 7.1.2.2)
2z3h,1wn6	P0C2P0			Blasticidin-S deaminase (EC 3.5.4.23)
4l58	Q8IZD2			Inactive histone-lysine N-methyltransferase 2E (Inactive lysine N-methyltransferase 2E) (Myeloid/lymphoid or mixed-lineage leukemia protein 5)
5fus	B4EKM5			Putative enoyl CoA hydratase
5j5d	P9WP25	CHEMBL6063;		4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)
5w99	U5Q3T2			PbtD
2rio	P32361			Serine/threonine-protein kinase/endoribonuclease IRE1 (Endoplasmic reticulum-to-nucleus signaling 1) [Includes: Serine/threonine-protein kinase (EC 2.7.11.1); Endoribonuclease (EC 3.1.26.-)]
5znr,5znp	B9H0V2			Uncharacterized protein
2dw7	Q89FH0			D(-)-tartrate dehydratase (EC 4.2.1.81)
2k62	P80226			Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver basic FABP) (LB-FABP) (Liver bile acid-binding protein) (L-BABP) (Liver-type fatty acid-binding protein) (L-FABP)
3dga,3dg8	P13922	CHEMBL1939;	P13922;	Bifunctional dihydrofolate reductase-thymidylate synthase (DHFR-TS) [Includes: Dihydrofolate reductase (EC 1.5.1.3); Thymidylate synthase (EC 2.1.1.45)]
3k5i	A1CII2			Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21)
3kiv	P08519			Apolipoprotein(a) (Apo(a)) (Lp(a)) (EC 3.4.21.-)
3lm1	P18674			Agglutinin alpha chain (MPA)
3lm1	P18676			Agglutinin beta-2 chain (MPA)
4j93	Q79791			Gag polyprotein
5iyv,5ixt,5ixq	P47735			Receptor-like protein kinase 5 (EC 2.7.10.1) (EC 2.7.11.1) (Protein HAESA)
5ixt,5ixq	Q8LAD7			Protein IDA (Protein INFLORESCENCE DEFICIENT IN ABSCISSION)
5lsc	B8QIQ9			Metallo-beta-lactamase VIM-2-like protein
5tdr,5tdw	P36124			SET domain-containing protein 3
5vfn,5vfm,5vfj	Q9IAT9	CHEMBL2146345;		Basic phospholipase A2 homolog BnSP-7 (svPLA2 homolog) (Phospholipase A2 II)
6fba	O15804			Aspartate carbamoyltransferase (EC 2.1.3.2)
3fnm	O25743			Gamma-glutamyltranspeptidase (Ggt)
4gvd,4gvc	P18827	CHEMBL3712898;		Syndecan-1 (SYND1) (CD antigen CD138)
5gwz	P0C6V6			Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (p9); Non-structural protein 2 (nsp2) (p87); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL1-PRO/PL2-PRO) (PLP1/PLP2) (Papain-like proteinases 1/2) (p195); Non-structural protein 4 (nsp4) (Peptide HD2); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.-) (M-PRO) (nsp5) (p34); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7) (p5); Non-structural protein 8 (nsp8) (p23); Non-structural protein 9 (nsp9) (p12); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL) (p14); Non-structural protein 11 (nsp11)]
5nne	P11388	CHEMBL1806;	P11388;	DNA topoisomerase 2-alpha (EC 5.6.2.2) (DNA topoisomerase II, alpha isozyme)
2o1c	P0AFC0			Dihydroneopterin triphosphate diphosphatase (EC 3.6.1.67) (Dihydroneopterin triphosphate pyrophosphatase) (dATP pyrophosphohydrolase)
3cpj	P38555			GTP-binding protein YPT31/YPT8 (Rab GTPase YPT31)
3d9o,2lto,3d9m,3d9n,3d9l,3d9p,3d9k	P24928	CHEMBL1641353;	P24928;	DNA-directed RNA polymerase II subunit RPB1 (RNA polymerase II subunit B1) (EC 2.7.7.6) (DNA-directed RNA polymerase II subunit A) (DNA-directed RNA polymerase III largest subunit) (RNA-directed RNA polymerase II subunit RPB1) (EC 2.7.7.48)
3d9o,3d9m,3d9n,3d9l,3d9p,3d9k	Q9UPN6			SR-related and CTD-associated factor 8 (CDC5L complex-associated protein 7) (RNA-binding motif protein 16)
3f6g,3f6h	Q8F3Q1			(R)-citramalate synthase CimA (EC 2.3.1.182) (LiCMS)
3okc,3oka,3okp	Q8NNK8			GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase (EC 2.4.1.346) (Alpha-D-mannose-alpha-(1-6)-phosphatidylmyo-inositol-mannosyltransferase) (Alpha-mannosyltransferase) (Alpha-ManT) (Guanosine diphosphomannose-phosphatidyl-inositol alpha-mannosyltransferase) (Phosphatidylinositol alpha-mannosyltransferase) (PI alpha-mannosyltransferase)
5hjq	Q9VIH7			GTPase-activating protein skywalker
6beb,6bef,6bec,6beh,6bee,6bed	P68440			Scaffold protein D13 (62 kDa protein) (Rifampicin resistance protein)
6e49	P07271			ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1) (Petite integration frequency protein 1) (Telomere stability protein 1)
