target_chembl_id	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos
CHEMBL4514	P28523	Casein kinase II subunit alpha (EC 2.7.11.1) (CK II) (CK2-alpha)	None	Unclassified
CHEMBL4523	Q9P1W9	Serine/threonine-protein kinase pim-2 (EC 2.7.11.1) (Pim-2h)	Serine/threonine-protein kinase pim-2	Kinase
CHEMBL4527	Q9UKE5	TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1)	TRAF2 and NCK-interacting protein kinase	Kinase
CHEMBL4531	P17931	Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)	Galectin-3	Other
CHEMBL4533	P54645	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	None	Unclassified
CHEMBL4540	P96830	TYR_PHOSPHATASE_2 domain-containing protein	None	Unclassified
CHEMBL4550	P20292	Arachidonate 5-lipoxygenase-activating protein (FLAP) (MK-886-binding protein)	Arachidonate 5-lipoxygenase-activating protein	Enzyme
CHEMBL4575	O43781	Dual specificity tyrosine-phosphorylation-regulated kinase 3 (EC 2.7.12.1) (Regulatory erythroid kinase) (REDK)	Dual specificity tyrosine-phosphorylation-regulated kinase 3	Kinase
CHEMBL4578	Q14680	Maternal embryonic leucine zipper kinase (hMELK) (EC 2.7.11.1) (Protein kinase Eg3) (pEg3 kinase) (Protein kinase PK38) (hPK38) (Tyrosine-protein kinase MELK) (EC 2.7.10.2)	Maternal embryonic leucine zipper kinase	Kinase
CHEMBL4581	P52732	Kinesin-like protein KIF11 (Kinesin-like protein 1) (Kinesin-like spindle protein HKSP) (Kinesin-related motor protein Eg5) (Thyroid receptor-interacting protein 5) (TR-interacting protein 5) (TRIP-5)	Kinesin-like protein KIF11	Other
CHEMBL4588	P22894	Neutrophil collagenase (EC 3.4.24.34) (Matrix metalloproteinase-8) (MMP-8) (PMNL collagenase) (PMNL-CL)	Neutrophil collagenase	Enzyme
CHEMBL4599	Q07912	Activated CDC42 kinase 1 (ACK-1) (EC 2.7.10.2) (EC 2.7.11.1) (Tyrosine kinase non-receptor protein 2)	Activated CDC42 kinase 1	Kinase
CHEMBL4600	Q13153	Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK)	Serine/threonine-protein kinase PAK 1	Kinase
CHEMBL4601	Q13882	Protein-tyrosine kinase 6 (EC 2.7.10.2) (Breast tumor kinase) (Tyrosine-protein kinase BRK)	Protein-tyrosine kinase 6	Kinase
CHEMBL4607	P50052	Type-2 angiotensin II receptor (Angiotensin II type-2 receptor) (AT2)	Type-2 angiotensin II receptor	GPCR
CHEMBL4617	P11086	Phenylethanolamine N-methyltransferase (PNMTase) (EC 2.1.1.28) (Noradrenaline N-methyltransferase)	Phenylethanolamine N-methyltransferase	Enzyme
CHEMBL4618	P09960	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4)	Leukotriene A-4 hydrolase	Enzyme
CHEMBL4620	P26664	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-) (Non-structural protein 2) (NS2); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]	None	Unclassified
CHEMBL4625	Q07817	Bcl-2-like protein 1 (Bcl2-L-1) (Apoptosis regulator Bcl-X)	Bcl-2-like protein 1	Other
CHEMBL4630	O14757	Serine/threonine-protein kinase Chk1 (EC 2.7.11.1) (CHK1 checkpoint homolog) (Cell cycle checkpoint kinase) (Checkpoint kinase-1)	Serine/threonine-protein kinase Chk1	Kinase
CHEMBL4638	Q873X9	Endochitinase B1 (EC 3.2.1.14) (Chitinase B1)	None	Unclassified
CHEMBL4640	O60658	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A (EC 3.1.4.53)	High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A	Enzyme
CHEMBL4647	Q9HBH1	Peptide deformylase, mitochondrial (EC 3.5.1.88) (Polypeptide deformylase)	Peptide deformylase, mitochondrial	Enzyme
CHEMBL4653	P14740	Dipeptidyl peptidase 4 (EC 3.4.14.5) (Bile canaliculus domain-specific membrane glycoprotein) (Dipeptidyl peptidase IV) (DPP IV) (GP110 glycoprotein) (T-cell activation antigen CD26) (CD antigen CD26) [Cleaved into: Dipeptidyl peptidase 4 membrane form (Dipeptidyl peptidase IV membrane form); Dipeptidyl peptidase 4 soluble form (Dipeptidyl peptidase IV soluble form); Dipeptidyl peptidase 4 60 kDa soluble form (Dipeptidyl peptidase IV 60 kDa soluble form)]	None	Unclassified
CHEMBL4659	P30656	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain subunit PRE2) (Multicatalytic endopeptidase complex subunit PRE2) (Proteasome component PRE2) (Proteinase YSCE subunit PRE2)	None	Unclassified
CHEMBL4660	P28907	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPr hydrolase 1) (T10) (CD antigen CD38)	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	Enzyme
CHEMBL4670	Q16644	MAP kinase-activated protein kinase 3 (MAPK-activated protein kinase 3) (MAPKAP kinase 3) (MAPKAP-K3) (MAPKAPK-3) (MK-3) (EC 2.7.11.1) (Chromosome 3p kinase) (3pK)	MAP kinase-activated protein kinase 3	Kinase
CHEMBL4680	Q48255	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	None	Unclassified
CHEMBL4687	P39898	Plasmepsin-1 (EC 3.4.23.38) (Aspartic hemoglobinase I) (PfAPG)	None	Unclassified
CHEMBL4693	P04191	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)	None	Unclassified
CHEMBL4695	P00883	Fructose-bisphosphate aldolase A (EC 4.1.2.13) (Muscle-type aldolase)	None	Unclassified
CHEMBL4696	P00489	Glycogen phosphorylase, muscle form (EC 2.4.1.1) (Myophosphorylase)	None	Unclassified
CHEMBL4703	P67775	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C)	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform	Enzyme
CHEMBL4722	O14965	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)	Aurora kinase A	Kinase
CHEMBL4732	P14900	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	None	Unclassified
CHEMBL4739	P11444	Mandelate racemase (MR) (EC 5.1.2.2)	None	Unclassified
CHEMBL4748	P41148	Endoplasmin (94 kDa glucose-regulated protein) (GRP-94) (Heat shock protein 90 kDa beta member 1)	None	Unclassified
CHEMBL4756	P02879	Ricin [Cleaved into: Ricin A chain (EC 3.2.2.22) (rRNA N-glycosidase); Ricin B chain]	None	Unclassified
CHEMBL4760	Q9XZT6	Deoxynucleoside kinase (EC 2.7.1.145) (Deoxyribonucleoside kinase) (Dm-dNK) (Multispecific deoxynucleoside kinase)	None	Unclassified
CHEMBL4779	P00784	Papain (EC 3.4.22.2) (Papaya proteinase I) (PPI) (allergen Car p 1)	None	Unclassified
CHEMBL4780	P04058	Acetylcholinesterase (AChE) (EC 3.1.1.7)	None	Unclassified
CHEMBL4792	O43614	Orexin receptor type 2 (Ox-2-R) (Ox2-R) (Ox2R) (Hypocretin receptor type 2)	Orexin receptor type 2	GPCR
CHEMBL4801	P29466	Caspase-1 (CASP-1) (EC 3.4.22.36) (Interleukin-1 beta convertase) (IL-1BC) (Interleukin-1 beta-converting enzyme) (ICE) (IL-1 beta-converting enzyme) (p45) [Cleaved into: Caspase-1 subunit p20; Caspase-1 subunit p10]	Caspase-1	Enzyme
CHEMBL4802	P29473	Nitric oxide synthase, endothelial (EC 1.14.13.39) (Constitutive NOS) (cNOS) (EC-NOS) (Endothelial NOS) (eNOS) (NOS type III) (NOSIII)	None	Unclassified
CHEMBL4822	P56817	Beta-secretase 1 (EC 3.4.23.46) (Aspartyl protease 2) (ASP2) (Asp 2) (Beta-site amyloid precursor protein cleaving enzyme 1) (Beta-site APP cleaving enzyme 1) (Memapsin-2) (Membrane-associated aspartic protease 2)	Beta-secretase 1	Enzyme
CHEMBL4829	O00763	Acetyl-CoA carboxylase 2 (EC 6.4.1.2) (ACC-beta)	Acetyl-CoA carboxylase 2	Enzyme
CHEMBL4835	P00338	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)	L-lactate dehydrogenase A chain	Enzyme
CHEMBL4837	P08191	Type 1 fimbrin D-mannose specific adhesin (Protein FimH)	None	Unclassified
CHEMBL4840	P25910	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Carbapenem and cephamycin resistance) (CCRA) (Cephalosporinase) (Imipenem-cefoxitin hydrolyzing enzyme) (Metallo-beta-lactamase type II) (Penicillinase) (Zinc-requiring beta-lactamase)	None	Unclassified
CHEMBL4848	P06730	Eukaryotic translation initiation factor 4E (eIF-4E) (eIF4E) (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)	Eukaryotic translation initiation factor 4E	Other
CHEMBL4855	P0A9J4	2-dehydropantoate 2-reductase (EC 1.1.1.169) (Ketopantoate reductase) (KPA reductase) (KPR)	None	Unclassified
CHEMBL4858	P03962	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase) (Uridine 5'-monophosphate synthase) (UMP synthase)	None	Unclassified
CHEMBL4860	P10415	Apoptosis regulator Bcl-2	Apoptosis regulator Bcl-2	Other
CHEMBL4884	P42575	Caspase-2 (CASP-2) (EC 3.4.22.55) (Neural precursor cell expressed developmentally down-regulated protein 2) (NEDD-2) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12]	Caspase-2	Enzyme
CHEMBL4898	Q16620	BDNF/NT-3 growth factors receptor (EC 2.7.10.1) (GP145-TrkB) (Trk-B) (Neurotrophic tyrosine kinase receptor type 2) (TrkB tyrosine kinase) (Tropomyosin-related kinase B)	BDNF/NT-3 growth factors receptor	Kinase
CHEMBL4899	P41279	Mitogen-activated protein kinase kinase kinase 8 (EC 2.7.11.25) (Cancer Osaka thyroid oncogene) (Proto-oncogene c-Cot) (Serine/threonine-protein kinase cot) (Tumor progression locus 2) (TPL-2)	Mitogen-activated protein kinase kinase kinase 8	Kinase
CHEMBL4904	P23724	Proteasome subunit beta type-6 (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5)	None	Unclassified
CHEMBL4905	P23470	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	Receptor-type tyrosine-protein phosphatase gamma	Enzyme
CHEMBL4912	P0AB71	Fructose-bisphosphate aldolase class 2 (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase) (Fructose-bisphosphate aldolase class II)	None	Unclassified
CHEMBL4913	P0A953	3-oxoacyl-[acyl-carrier-protein] synthase 1 (EC 2.3.1.41) (3-oxoacyl-[acyl-carrier-protein] synthase I) (Beta-ketoacyl-ACP synthase I) (KAS I)	None	Unclassified
CHEMBL4915	P09382	Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1)	Galectin-1	Other
CHEMBL4937	P49674	Casein kinase I isoform epsilon (CKI-epsilon) (CKIe) (EC 2.7.11.1)	Casein kinase I isoform epsilon	Kinase
CHEMBL4941	Q13126	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	S-methyl-5'-thioadenosine phosphorylase	Enzyme
CHEMBL4954	P29320	Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1)	Ephrin type-A receptor 3	Kinase
CHEMBL5008	P47929	Galectin-7 (Gal-7) (HKL-14) (PI7) (p53-induced gene 1 protein)	Galectin-7	Other
CHEMBL5014	O43353	Receptor-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (CARD-containing interleukin-1 beta-converting enzyme-associated kinase) (CARD-containing IL-1 beta ICE-kinase) (RIP-like-interacting CLARP kinase) (Receptor-interacting protein 2) (RIP-2) (Tyrosine-protein kinase RIPK2) (EC 2.7.10.2)	Receptor-interacting serine/threonine-protein kinase 2	Kinase
CHEMBL5023	Q00987	E3 ubiquitin-protein ligase Mdm2 (EC 2.3.2.27) (Double minute 2 protein) (Hdm2) (Oncoprotein Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2)	E3 ubiquitin-protein ligase Mdm2	Enzyme
CHEMBL5027	P39748	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (DNase IV) (Flap structure-specific endonuclease 1) (Maturation factor 1) (MF1) (hFEN-1)	Flap endonuclease 1	Enzyme
CHEMBL5033	P0A6D3	3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)	None	Unclassified
CHEMBL5043	Q6P179	Endoplasmic reticulum aminopeptidase 2 (EC 3.4.11.-) (Leukocyte-derived arginine aminopeptidase) (L-RAP)	Endoplasmic reticulum aminopeptidase 2	Enzyme
CHEMBL5064	P14207	Folate receptor beta (FR-beta) (Folate receptor 2) (Folate receptor, fetal/placental) (Placental folate-binding protein) (FBP)	Folate receptor beta	Other
CHEMBL5070	Q820T1	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	None	Unclassified
CHEMBL5082	Q9Y6E0	Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)]	Serine/threonine-protein kinase 24	Kinase
CHEMBL5083	Q9Y6F1	Protein mono-ADP-ribosyltransferase PARP3 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 3) (ARTD3) (DNA ADP-ribosyltransferase PARP3) (EC 2.4.2.-) (IRT1) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3) (Poly [ADP-ribose] polymerase 3) (PARP-3) (hPARP-3) (Poly[ADP-ribose] synthase 3) (pADPRT-3)	Poly [ADP-ribose] polymerase 3	Enzyme
CHEMBL5095	P0C1S8	Wee1-like protein kinase 2 (EC 2.7.10.2) (Wee1-like protein kinase 1B) (Wee1B kinase)	Wee1-like protein kinase 2	Kinase
CHEMBL5113	O43613	Orexin receptor type 1 (Ox-1-R) (Ox1-R) (Ox1R) (Hypocretin receptor type 1)	Orexin receptor type 1	GPCR
CHEMBL5118	P0C6X7	Replicase polyprotein 1ab (pp1ab) (ORF1ab polyprotein) [Cleaved into: Host translation inhibitor nsp1 (Leader protein) (Non-structural protein 1) (nsp1); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.69) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.-) (Main protease) (Mpro) (Non-structural protein 5) (nsp5) (SARS coronavirus main proteinase); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); RNA-directed RNA polymerase (Pol) (RdRp) (EC 2.7.7.48) (Non-structural protein 12) (nsp12); Helicase (Hel) (EC 3.6.4.12) (EC 3.6.4.13) (Non-structural protein 13) (nsp13); Proofreading exoribonuclease (ExoN) (EC 2.1.1.-) (EC 3.1.13.-) (Guanine-N7 methyltransferase) (Non-structural protein 14) (nsp14); Uridylate-specific endoribonuclease (EC 3.1.-.-) (NendoU) (Non-structural protein 15) (nsp15); 2'-O-methyltransferase (EC 2.1.1.-) (Non-structural protein 16) (nsp16)]	None	Unclassified
CHEMBL5120	P10153	Non-secretory ribonuclease (EC 4.6.1.18) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2) (Ribonuclease US)	Non-secretory ribonuclease	Enzyme
CHEMBL5137	Q14416	Metabotropic glutamate receptor 2 (mGluR2)	Metabotropic glutamate receptor 2	GPCR
CHEMBL5145	P15056	Serine/threonine-protein kinase B-raf (EC 2.7.11.1) (Proto-oncogene B-Raf) (p94) (v-Raf murine sarcoma viral oncogene homolog B1)	Serine/threonine-protein kinase B-raf	Kinase
CHEMBL5147	P54760	Ephrin type-B receptor 4 (EC 2.7.10.1) (Hepatoma transmembrane kinase) (Tyrosine-protein kinase TYRO11)	Ephrin type-B receptor 4	Kinase
CHEMBL5171	O34667	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)	None	Unclassified
CHEMBL5173	Q8T6J6	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (Uridine 5'-monophosphate synthase)	None	Unclassified
CHEMBL5174	O14786	Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304)	Neuropilin-1	Other
CHEMBL5185	Q9ZLT0	Glutamate racemase (EC 5.1.1.3)	None	Unclassified
CHEMBL5192	P0DPI0	Botulinum neurotoxin type A (BoNT/A) (Bontoxilysin-A) (BOTOX) (Botulinum neurotoxin type A1) [Cleaved into: Botulinum neurotoxin A light chain (LC) (EC 3.4.24.69); Botulinum neurotoxin A heavy chain (HC)]	None	Unclassified
CHEMBL5203	P33316	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial	Enzyme
CHEMBL5206	P00720	Endolysin (EC 3.2.1.17) (Lysis protein) (Lysozyme) (Muramidase)	None	Unclassified
CHEMBL5216	P11172	Uridine 5'-monophosphate synthase (UMP synthase) [Includes: Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10); Orotidine 5'-phosphate decarboxylase (ODC) (EC 4.1.1.23) (OMPdecase)]	Uridine 5'-monophosphate synthase	Enzyme
CHEMBL5251	Q06187	Tyrosine-protein kinase BTK (EC 2.7.10.2) (Agammaglobulinemia tyrosine kinase) (ATK) (B-cell progenitor kinase) (BPK) (Bruton tyrosine kinase)	Tyrosine-protein kinase BTK	Kinase
CHEMBL5260	Q59H18	Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (Cardiac troponin I-interacting kinase) (TNNI3-interacting kinase)	Serine/threonine-protein kinase TNNI3K	Kinase
CHEMBL5270	Q81R22	Dihydrofolate reductase (EC 1.5.1.3)	None	Unclassified
CHEMBL5276	P15474	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	None	Unclassified
CHEMBL5284	Q96RR4	Calcium/calmodulin-dependent protein kinase kinase 2 (CaM-KK 2) (CaM-kinase kinase 2) (CaMKK 2) (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase kinase beta) (CaM-KK beta) (CaM-kinase kinase beta) (CaMKK beta)	Calcium/calmodulin-dependent protein kinase kinase 2	Kinase
CHEMBL5285	Q99683	Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5)	Mitogen-activated protein kinase kinase kinase 5	Kinase
CHEMBL5298	Q836J0	Glutamate racemase (EC 5.1.1.3)	None	Unclassified
CHEMBL5319	Q08345	Epithelial discoidin domain-containing receptor 1 (Epithelial discoidin domain receptor 1) (EC 2.7.10.1) (CD167 antigen-like family member A) (Cell adhesion kinase) (Discoidin receptor tyrosine kinase) (HGK2) (Mammary carcinoma kinase 10) (MCK-10) (Protein-tyrosine kinase 3A) (Protein-tyrosine kinase RTK-6) (TRK E) (Tyrosine kinase DDR) (Tyrosine-protein kinase CAK) (CD antigen CD167a)	Epithelial discoidin domain-containing receptor 1	Kinase
CHEMBL5328	P00469	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	None	Unclassified
CHEMBL5331	Q12866	Tyrosine-protein kinase Mer (EC 2.7.10.1) (Proto-oncogene c-Mer) (Receptor tyrosine kinase MerTK)	Tyrosine-protein kinase Mer	Kinase
CHEMBL5332	Q13164	Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5)	Mitogen-activated protein kinase 7	Kinase
CHEMBL5348	P11797	Chitinase B (EC 3.2.1.14)	None	Unclassified
CHEMBL5366	Q9UGN5	Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	Poly [ADP-ribose] polymerase 2	Enzyme
CHEMBL5396	P40136	Calmodulin-sensitive adenylate cyclase (EC 4.6.1.1) (ATP pyrophosphate-lyase) (Adenylyl cyclase) (Anthrax edema toxin adenylate cyclase component) (Edema factor) (EF)	None	Unclassified
CHEMBL5406	Q86X55	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	Histone-arginine methyltransferase CARM1	Epigenetic
CHEMBL5408	Q9UHD2	Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)	Serine/threonine-protein kinase TBK1	Kinase
CHEMBL5419	P06935	Genome polyprotein [Cleaved into: Peptide 2k; Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (NS5)]	None	Unclassified
CHEMBL5421	P07148	Fatty acid-binding protein, liver (Fatty acid-binding protein 1) (Liver-type fatty acid-binding protein) (L-FABP)	Fatty acid-binding protein, liver	Other
CHEMBL5440	A9JQL9	4,4'-diapophytoene synthase (DAP synthase) (EC 2.5.1.96) (C30 carotenoid synthase) (Dehydrosqualene synthase)	None	Unclassified
CHEMBL5455	P07332	Tyrosine-protein kinase Fes/Fps (EC 2.7.10.2) (Feline sarcoma/Fujinami avian sarcoma oncogene homolog) (Proto-oncogene c-Fes) (Proto-oncogene c-Fps) (p93c-fes)	Tyrosine-protein kinase Fes/Fps	Kinase
CHEMBL5460	P0DMV8	Heat shock 70 kDa protein 1A (Heat shock 70 kDa protein 1) (HSP70-1) (HSP70.1)	Heat shock 70 kDa protein 1A	Other
CHEMBL5462	Q13490	Baculoviral IAP repeat-containing protein 2 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 1) (C-IAP1) (IAP homolog B) (Inhibitor of apoptosis protein 2) (hIAP-2) (hIAP2) (RING finger protein 48) (RING-type E3 ubiquitin transferase BIRC2) (TNFR2-TRAF-signaling complex protein 2)	Baculoviral IAP repeat-containing protein 2	Other
CHEMBL5464	Q13546	Receptor-interacting serine/threonine-protein kinase 1 (EC 2.7.11.1) (Cell death protein RIP) (Receptor-interacting protein 1) (RIP-1)	Receptor-interacting serine/threonine-protein kinase 1	Kinase
CHEMBL5469	Q14289	Protein-tyrosine kinase 2-beta (EC 2.7.10.2) (Calcium-dependent tyrosine kinase) (CADTK) (Calcium-regulated non-receptor proline-rich tyrosine kinase) (Cell adhesion kinase beta) (CAK-beta) (CAKB) (Focal adhesion kinase 2) (FADK 2) (Proline-rich tyrosine kinase 2) (Related adhesion focal tyrosine kinase) (RAFTK)	Protein-tyrosine kinase 2-beta	Kinase
CHEMBL5475	O00214	Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1)	Galectin-8	Other
CHEMBL5491	P30291	Wee1-like protein kinase (WEE1hu) (EC 2.7.10.2) (Wee1A kinase)	Wee1-like protein kinase	Kinase
CHEMBL5500	Q92831	Histone acetyltransferase KAT2B (EC 2.3.1.48) (Histone acetyltransferase PCAF) (Histone acetylase PCAF) (Lysine acetyltransferase 2B) (P300/CBP-associated factor) (P/CAF) (Spermidine acetyltransferase KAT2B) (EC 2.3.1.57)	Histone acetyltransferase KAT2B	Epigenetic
