pdbid	crylig_smiles	crylig_heavy_atom_number
4ww6	CCCSc1c(F)c(F)c(S(N)(=O)=O)c(F)c1F	18
4pzh	NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(F)c1F	20
5ekh	CCCC[NH2+]Cc1ccc(S(N)(=O)=O)cc1	16
4yxi	Cc1ccc(S(N)(=O)=O)cc1	11
2nng	NS(=O)(=O)c1ccc(CC[NH3+])cc1	13
3oy0	CCC[C@H](C(=O)Nc1ccc(S(N)(=O)=O)cc1)C(C)(C)C	21
5ekm	CCCC[NH2+]CC(=O)Nc1ccc(S(N)(=O)=O)cc1	19
2hoc	Nc1c(F)cc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1Cl	22
3s73	NS(=O)(=O)c1nc2ccccc2s1	13
3r17	NS(=O)(=O)c1ccc(NC(=O)Cc2cccs2)c(F)c1	20
5fdc	NS(=O)(=O)NCc1csc2ccccc12	15
3oyq	CC[C@H](C)CCC(=O)Nc1ccc(S(N)(=O)=O)cc1	19
3rz8	CCCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1	19
5nxp	CN(CC(=O)Nc1ccc(S(N)(=O)=O)cc1)c1ccccc1	22
4zwy	CC(=O)OC[C@@H]1O[C@@H](S(=O)(=O)NCCCCCOS(N)(=O)=O)[C@H](OC(C)=O)[C@H](O)[C@@H]1O	31
4r59	NS(=O)(=O)OC1CCN(S(=O)(=O)[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)CC1	25
2hl4	NS(=O)(=O)c1ccc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1	22
3hs4	CC(=O)Nc1nnc(S(N)(=O)=O)s1	13
4zx1	CC(=O)O[C@@H]1[C@H](O)[C@@H](O)[C@@H](CO)O[C@@H]1S(=O)(=O)N1CCC(OS(N)(=O)=O)CC1	28
5ekj	CCCC[NH2+]CC(=O)NCCc1ccc(S(N)(=O)=O)cc1	21
3mhc	NS(=O)(=O)c1nnc(NC(=O)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)s1	22
1ttm	NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3	21
3ryv	CCNC(=O)c1ccc(S(N)(=O)=O)cc1	15
1cnw	NS(=O)(=O)c1ccc(C(=O)NCCOCCOCCNC(=O)C[NH3+])cc1	26
1cny	NS(=O)(=O)c1ccc(C(=O)NCCOCCOCCNC(=O)[C@@H]([NH3+])Cc2ccccc2)cc1	33
1cnx	NS(=O)(=O)c1ccc(C(=O)NCCOCCOCC[NH3+])cc1	22
3rz0	CCCCNC(=O)c1ccc(S(N)(=O)=O)cc1	17
4e3f	O=C(O)c1c(O)cccc1O	11
1oq5	Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	26
1okl	CN(C)c1cccc2c(S(N)(=O)=O)cccc12	17
4rux	CCCOc1ccc(S(N)(=O)=O)cc1	14
5nxi	NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(Br)cc2)cc1	21
6bc9	CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	19
3t5u	O=S(=O)(NO)c1ccccc1	11
4m2r	CC[NH2+][C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	23
3s71	NS(=O)(=O)c1cc2ccccc2o1	13
3s74	NS(=O)(=O)c1cc2ccccc2s1	13
1kwq	NS(=O)(=O)c1ccc(N2CCCC2=O)c([N+](=O)[O-])c1	19
2pov	Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O	16
3ryy	CCCNC(=O)c1ccc(S(N)(=O)=O)cc1	16
3dd0	CCOc1ccc2nc(S(N)(=O)=O)sc2c1	16
4yyt	NS(=O)(=O)c1ccc(CCO)cc1	13
3oku	CCc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	26
5byi	Nc1ccc(NNc2ccc(S(N)(=O)=O)cc2)cc1	19
3kig	C#Cc1cccc(S(N)(=O)=O)c1	12
3myq	NS(=O)(=O)c1cc(C(=O)CSc2nc3cnc4ccccc4c3[nH]2)ccc1Cl	28
2f14	NS(=O)(=O)c1ccc(CCNC(=S)Nc2ccc(-c3c4ccc(=O)cc-4oc4cc(O)ccc34)c(C(=O)O)c2)cc1	41
3mho	CSc1nc(Cl)c(C=O)c(Nc2ccc(S(N)(=O)=O)cc2)n1	22
3m40	NS(=O)(=O)c1ccc(Nc2ncnc(Cl)c2[N+](=O)[O-])cc1	21
3mhi	NS(=O)(=O)c1ccc(CNc2ncnc(O)c2[N+](=O)[O-])cc1	22
3mhm	NS(=O)(=O)c1ccc(CNc2ncnc(NCc3ccccc3)c2[N+](=O)[O-])cc1	29
3m5e	CSc1nc(Cl)c(C=O)c(NCc2ccc(S(N)(=O)=O)cc2)n1	23
3m3x	COc1ncnc(NCCc2ccc(S(N)(=O)=O)cc2)c1[N+](=O)[O-]	24
1zfq	NS(=O)(=O)c1nc2ccc(O)cc2s1	14
1zge	Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl	13
5ll4	NS(=O)(=O)c1ccc(C(=O)Cn2cnc3ccccc32)cc1	22
4cq0	Nc1ccc2c(c1)S(=O)(=O)NC2=O	13
3n4b	NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1	21
5txy	O=C1NC(=O)[C@@H](c2ccccc2)O1	13
4e3g	O=C(O)c1ccc(O)cc1	10
3d8w	NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1	19
4e3h	Oc1ccc(O)cc1	8
3v5g	NS(=O)(=O)Nc1ccc(S(N)(=O)=O)cc1	15
1g54	NS(=O)(=O)c1ccc(C(=O)NCc2c(F)c(F)c(F)c(F)c2F)cc1	25
3ibl	NS(=O)(=O)OCCCCCCCCOS(N)(=O)=O	18
3v7x	COc1ccc(CCNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1OC	25
3ibi	CCCCCCCCOS(N)(=O)=O	13
6h34	NS(=O)(=O)c1ccc(C(=O)N2CC[NH+](Cc3ccc(F)cc3)CC2)cc1	26
3n2p	NS(=O)(=O)c1ccc(NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1	23
5uln	NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1	21
3n3j	CC(C)c1ccccc1NC(=O)Nc1ccc(S(N)(=O)=O)cc1	23
5ty1	COc1ccc([C@H]2OC(=O)NC2=O)c(OC)c1	17
4q7s	Cc1ccn(O)c(=S)c1	9
5tya	O=C1NC(=O)[C@@H](c2ccccc2)S1	13
2h15	CC1(C)O[C@@H]2CO[C@@]3(CNS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1	22
3hku	CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1	22
3t84	CC(=O)O[C@H]1[C@@H](COS(N)(=O)=O)O[C@H](O)[C@H](O)[C@H]1O	19
2pou	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1	16
3mmf	NS(=O)(=O)c1ccc(Nc2nc(Cl)nc(NCCO)n2)cc1	22
4jsa	NS(=O)(=O)c1ccccc1	10
5flq	O=C(O)Cc1ccc(OCc2ccccc2)cc1	18
4ruz	CCOc1ccc(S(N)(=O)=O)cc1	13
3ni5	NS(=O)(=O)c1nnc(NS(=O)(=O)c2cccc(C(=O)OCCCCO[N+](=O)[O-])c2)s1	30
1cim	C[C@H]1C[C@H]([NH3+])c2cc(S(N)(=O)=O)sc2S1(=O)=O	17
3mna	COC(=O)CNc1nc(Cl)nc(Nc2ccc(S(N)(=O)=O)cc2)n1	24
3ibu	CCCCCCCCCCOS(N)(=O)=O	15
2qoa	NS(=O)(=O)c1ccc2c(c1)CCC2	13
2qo8	CCCC(CCC)C(=O)N[C@@H]1Cc2ccc(S(N)(=O)=O)cc2C1	23
3kwa	[NH3+]CCC[NH2+]CCCC[NH2+]CCC[NH3+]	14
4e3d	O=C(O)c1cc(O)ccc1O	11
3s9t	Cc1cc(C)nc(SCC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)n1	23
3sax	CCc1cnc(SCC(=O)c2ccc(Cl)c(S(N)(=O)=O)c2)nc1	23
4kni	Cc1cc(C)nc(SCC(=O)c2ccc(S(N)(=O)=O)c(Cl)c2)n1	23
3s8x	Cc1cc(=O)[nH]c(SCC(=O)c2ccc(S(N)(=O)=O)cc2)n1	22
4knj	NS(=O)(=O)c1ccc(C(=O)CSc2ncccn2)cc1Cl	21
3sbi	NS(=O)(=O)c1ccc(C(=O)CSc2ncccn2)cc1	20
3p58	CN(Cc1ccccc1)C(=S)S	12
3p5l	N#CC1(c2ccccc2)CCN(C(=S)S)CC1	17
5n0d	NS(=O)(=O)c1ccc(C(=O)N2CCc3cc(O)c(O)cc3[C@H]2c2ccccc2)cc1	30
3vbd	COc1ccc2c(c1)CC[NH2+][C@H]2c1ccc(S(N)(=O)=O)cc1	22
2nnv	CCOC(=O)CCc1ccc(S(N)(=O)=O)cc1	17
6b4d	CCn1cc(-c2cc(C(=O)O)n(C)n2)c2ccccc21	20
4m2w	CC[NH2+][C@H]1C[C@@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	19
2hd6	NS(=O)(=O)c1ccc(NC(=O)c2ccccc2S)cc1	20
5ny6	C[C@H](NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1)c1ccccc1O	23
4itp	NS(=O)(=O)c1ccc(CNC(=O)Cc2ccccc2)cc1	21
2gd8	COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OS(N)(=O)=O)CC[C@@H]12	30
1bnm	C[NH2+][C@H]1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	25
5ljq	NS(=O)(=O)c1ccc(-n2cc(COc3ccccc3)nn2)cc1	23
5lle	NS(=O)(=O)c1c(F)c(F)c(N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c(F)c1F	25
4ht0	Cc1cc(C)nc(Sc2c(F)c(F)c(S(N)(=O)=O)c(F)c2F)n1	23
5llh	NS(=O)(=O)c1c(F)c(F)c(Sc2nc3ccccc3s2)c(F)c1F	24
2nns	CC(=O)NCCc1ccc(S(N)(=O)=O)cc1	16
1g4o	NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1	20
5j8z	C[C@@H](Sc1nc(-c2ccc(Cl)cc2)c(C#N)c(=O)[nH]1)C(=O)Nc1ccc(S(N)(=O)=O)cc1	32
4iwz	NS(=O)(=O)c1nnc(NC(=O)Cc2cccs2)s1	18
3oys	NS(=O)(=O)c1ccc(NC(=O)Cc2ccccc2)cc1	20
4bf1	NS(=O)(=O)c1ccc(-c2cn(-c3cccc4ccccc34)nn2)s1	24
5ny3	NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccc(Cl)cc2)cc1	23
3b4f	NS(=O)(=O)c1ccc2[nH]c(C(=O)N[NH3+])c(-c3ccccc3)c2c1	23
3t85	CC(=O)O[C@@H]1[C@H](O)[C@@H](O)O[C@H](COS(N)(=O)=O)[C@H]1OC(C)=O	22
3caj	CCOc1ccc2nc(S(N)(=O)=O)sc2c1	16
3dc3	CC(=O)Nc1nnc(S(N)(=O)=O)s1	13
3dcs	CC(=O)Nc1sc(S(N)(=O)=O)n[n+]1C	14
3rz5	CCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1	18
3t82	CC(=O)O[C@@H]1[C@@H](COS(N)(=O)=O)O[C@H](O)[C@H](O)[C@H]1OC(C)=O	22
4e49	Oc1cccc(O)c1	8
5o07	Cc1ncc([N+](=O)[O-])n1CCOS(N)(=O)=O	16
1g52	NS(=O)(=O)c1ccc(C(=O)NCc2cccc(F)c2F)cc1	22
3dcw	CCOc1ccc2nc(S(N)(=O)=O)sc2c1	16
2h4n	CC(=O)Nc1nnc(S(N)(=O)=O)s1	13
3n0n	NS(=O)(=O)c1ccc(NC(=O)Nc2c(F)c(F)c(F)c(F)c2F)cc1	25
6c7x	Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COS(N)(=O)=O)[C@@H](O)[C@H]1O	24
2q1q	NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1	18
1bcd	NS(=O)(=O)C(F)(F)F	8
4q7p	Cc1cccn(O)c1=S	9
4q81	Cc1cc(C)n(O)c(=S)c1	10
4q83	On1cccc(C(F)(F)F)c1=S	12
4q7v	Cc1ccc(=S)n(O)c1	9
1cin	C[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	18
1kwr	Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21	15
4r5b	NS(=O)(=O)O[C@@H]1CCN(S(=O)(=O)[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C1	24
4zwz	COC(=O)[C@@H]1C[C@@H](OS(N)(=O)=O)CN1S(=O)(=O)[C@@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]1O	28
4zx0	COC(=O)[C@@H]1C[C@@H](OS(N)(=O)=O)CN1S(=O)(=O)[C@@H]1O/C(=C\OC(C)=O)[C@@H](O)[C@@H](O)[C@H]1O	31
4r5a	NS(=O)(=O)O[C@@H]1CCN(S(=O)(=O)[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)C1	24
4pyx	NS(=O)(=O)c1c(F)c(F)c(SCCO)c(F)c1NC1CCCCCCC1	26
4q09	NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(NC2CCCCCCC2)c1F	28
4ruy	CCCOc1ccc(S(N)(=O)=O)cc1	14
4rn4	NS(=O)(=O)c1nnc(N(Cc2cn(-c3ccccc3)nn2)Cc2cn([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)nn2)s1	39
5wlv	CC(C)[NH2+]C[C@@H](O)COc1ccc(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1	30
3rz1	NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1	27
1z9y	NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl	21
5a6h	NS(=O)(=O)CCNC(=O)/C(Cc1ccc(O)c(Br)c1)=N/O	21
3dcc	NS(=O)(=O)c1nnc(-c2ccccc2Cl)s1	16
5nea	Cc1ncc(-c2ccc(S(N)(=O)=O)cc2)o1	16
5nee	NS(=O)(=O)c1ccc(-c2cnc(C(=O)N3CCOCC3)o2)s1	22
3hkt	NS(=O)(=O)[C@@H]1O[C@H](CO)[C@H](O[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	26
4z1k	NS(=O)(=O)c1ccc(C(=O)N2CCc3cc(O)c(O)cc3C2)cc1	24
5n0e	NS(=O)(=O)c1ccc(C(=O)N2CCc3cc(O)c(O)cc3[C@@H]2c2ccccc2)cc1	30
4z0q	NS(=O)(=O)c1ccc(C(=O)N2CCCc3ccccc32)cc1	22
5sz1	Cc1ccccc1-c1ccc(S(N)(=O)=O)cc1	17
5e2r	Nc1ccc(C(=O)c2ccc(-c3ccc(S(N)(=O)=O)cc3)cc2)cc1	25
5e28	Nc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1	17
5n24	N#Cc1ccc(-c2ccc(S(N)(=O)=O)cc2)cc1	18
4mo8	Cc1ncc([N+](=O)[O-])n1CCNS(N)(=O)=O	16
2qp6	NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl	14
5n1s	NS(=O)(=O)c1ccc(-c2cc3ccccc3[nH]2)cc1	19
5sz4	NS(=O)(=O)c1ccc(-c2ccccc2)cc1	16
4pyy	NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(NC2CCCCCCC2)c1F	28
4qtl	NS(=O)(=O)c1c(F)c(F)c(S(=O)(=O)CCO)c(NCc2ccccc2)c1F	27
5ljt	NS(=O)(=O)c1ccc(OCc2cn(-c3ccccc3)nn2)cc1	23
1zfk	Cc1ccc(S(=O)(=O)NC(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1	24
3bl1	C[C@H]1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1	24
4z1j	NS(=O)(=O)c1ccc(C(=O)N2CCc3ccccc3C2)cc1	22
5llc	CNc1c(F)c(S(N)(=O)=O)c(F)c(F)c1S(=O)(=O)CCc1ccccc1	26
3bet	COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@H]2CC#N	28
5u0f	COc1ccc(C[C@H]2SC(=S)NC2=O)c(OC)c1	18
6d1l	CC#CC[Se]c1ccc(S(N)(=O)=O)cc1	15
6h2z	NS(=O)(=O)c1ccc(C(=O)N2CCC(c3ccccc3)CC2)cc1	24
6ceh	C=CC[Se]c1ccc(S(N)(=O)=O)cc1	14
6d1m	NS(=O)(=O)c1ccc([Se]C2CCCCC2)cc1	17
5wlt	CC(C)[NH2+]C[C@H](O)COc1ccc(S(N)(=O)=O)cc1	19
6b5a	Nc1ncnc2c1ncn2CC(=O)NCCc1ccc(S(N)(=O)=O)cc1	26
6b59	Nc1ncnc2c1ncn2CC(=O)NCCc1ccc(S(N)(=O)=O)cc1	26
2pow	Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O	19
3k2f	CCN(C(=O)OC[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-])[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	33
6eeo	Cc1cc(NC(=O)Nc2cc(S(N)(=O)=O)cc([N+](=O)[O-])c2O)ccc1F	26
6eea	NS(=O)(=O)c1cc(NC(=O)Nc2ccc(C(F)(F)F)cc2)c(O)c([N+](=O)[O-])c1	28
6h33	NS(=O)(=O)c1ccc(C(=O)N2CCC(O)(c3ccccc3)CC2)cc1	25
2q38	O=C1NS(=O)(=O)c2ccccc21	12
3ffp	NS(=O)(=O)c1ccc2[nH]c(-c3cscn3)nc2c1	18
3p4v	COC(=O)/C=C/C(=O)N[C@@H](Cc1ccc(O)c(Cl)c1)C(=O)O	22
3igp	COc1cc2c(cc1OC)CN(S(N)(=O)=O)CC2	18
6c7w	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(N)(=O)=O)[C@@H](O)[C@H]1O	23
3dd8	NS(=O)(=O)Oc1ccc2c(c1)S(=O)(=O)C(CC1CCCCCC1)=C2	24
3ml2	COc1ccc2c(CC(=O)Nc3ccc(S(N)(=O)=O)cc3)cc(=O)oc2c1	27
5fnj	CCOc1ccc(CC(=O)O)cc1	13
3f8e	COc1cc(O)c(CCC(=O)O)cc1[C@@H](O)CC(C)C	20
3hkq	NS(=O)(=O)[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O	15
3hkn	CC(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H](S(N)(=O)=O)O[C@@H]2COC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O	47
3r16	NS(=O)(=O)c1ccc(NC(=O)Cc2cccs2)cc1	19
2wd3	N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)c(Cl)c1	26
3nb5	NS(=O)(=O)c1ccc(CCNC(=O)Cc2ccc(O)c(Cl)c2)cc1	24
3ryz	NS(=O)(=O)c1ccc(C(=O)NCC(F)(F)C(F)(F)C(F)(F)F)cc1	24
5eh8	COc1ccc(/C(C)=C/C(=O)O)cc1	14
2weo	NS(=O)(=O)c1cccc(F)c1	11
1eou	CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1	22
2aw1	Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1	22
6eeh	NS(=O)(=O)c1cc(NC(=O)Nc2c(F)c(F)c(F)c(F)c2F)c(O)c([N+](=O)[O-])c1	29
4k6i	C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C	26
3r5m	C=CCc1ccc(O)c(-c2cc(/C=C/C)ccc2O)c1	20
1rdt	CC1(C)CCC(C)(C)c2cc([C@@H]3CC=Cc4oc(/C=C/C(=O)O)cc43)ccc21	28
5tbp	CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(C(C)C)cc1	25
4n5g	CC1=C(CCc2nn[nH]n2)c2cc(F)ccc2/C1=C\c1ccc(C(C)C)cc1	28
4pp3	CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCc2cc(C)ccc21	23
4pp5	CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCc2c(C)cccc21	23
4n8r	CC1=C(CCc2nn[nH]n2)c2ccccc2/C1=C\c1ccc(C(C)C)cc1	27
5ia4	COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCC[NH+]1CCOCC1	46
5i9y	Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CC[NH+](CCO)CC2)n1	33
5ia0	COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O	37
5i9x	COc1cc(Nc2c(C#N)cnc3cc(OCCC[N@H+]4CC[N@H+](C)CC4)c(OC)cc23)c(Cl)cc1Cl	36
5ia3	CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1	29
5ia2	COc1ccccc1-n1c(-c2cc(O)ccc2C)cn2c3c(=O)[nH]c(=O)n(C)c3nc12	31
4n1b	O=C(O)[C@H]1CCCC[C@H]1C(=O)N1CCc2ccccc2[C@H]1CN1Cc2ccccc2C1=O	32
4xmb	COc1ccc(S(=O)(=O)N(CC(N)=O)c2ccc(N(CC(N)=O)S(=O)(=O)c3ccc(OC)cc3)c3ccccc23)cc1	42
5t97	CC(C)c1ccc(N2CCc3cc(O)ccc3[C@@]2(C)c2ccc(/C=C/C(=O)O)cc2)cc1	32
3ert	CC/C(=C(\c1ccc(O)cc1)c1ccc(OCC[NH+](C)C)cc1)c1ccccc1	29
1a52	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	20
4pxm	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	20
2r6y	O=C(c1ccc(OCC[NH+]2CCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	33
1qkt	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	20
1xp1	C[C@H]1C[NH+](CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C	34
1xp6	C[C@@H]1C[NH+](CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@H]1C	34
1qku	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O	20
2p15	C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@]2(O)/C=C/c1ccccc1C(F)(F)F	32
2b1z	C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CC[C@@]2(C)O	21
4mg9	CCCCOC(=O)c1ccc(O)cc1	14
2fai	CC1=CC[C@]2(CO)CO[C@H](c3ccc(O)cc3)[C@H]1[C@H]2C	20
2b1v	CC1=CC[C@]2(CO)CO[C@H](c3ccc(O)cc3)[C@H]1C2	19
1zky	CC1=C[C@@H](C)[C@]2(CO)CO[C@@H](c3ccc(O)cc3)[C@H]1[C@H]2C	21
1sj0	Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCC[NH+]3CCCCC3)cc2)cc1	33
1xpc	C[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)[NH+]1CCCC1	33
1x7e	N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12	20
1xp9	C[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)[NH+]1CCCC1	33
1xqc	Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(N2CC[N@@H+]3CCCC[C@H]3C2)cc1	33
1uom	Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(OCC[NH+]2CCCCC2)cc1	32
5ak2	Cc1cc(F)ccc1-c1c(Cc2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2oc1=O	32
1err	O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	34
2i0j	Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1	21
2pog	Oc1ccc([C@@H]2Oc3cccc(O)c3[C@@H]3CCC[C@@H]32)cc1	21
2qe4	COCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CCC[C@@H]21	24
2iok	C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccccc12	30
2iog	C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2cc(OCC[NH+]3CCCCC3)ccc12	39
2ayr	CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCC[NH+]3CCCCC3)cc2)cc1	37
5fqr	CC(C)C[N@@H+]1CCc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1	26
5t92	C[C@@]1(c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1	30
5fqp	CC(C)C[N@@H+]1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1	27
2r6w	C[C@H]1CC[N@H+](CCOc2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1	35
2qa8	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	20
4mga	CC(C)(C)CC(C)(C)c1ccc(O)cc1	15
1x7r	O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12	20
3l4w	OCC[N@@H+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	14
3ctt	OC[C@@H]1[C@@H](O)[C@H](O)[C@H]2[C@H](O)[C@@H](O)C[N@@H+]12	14
2qmj	C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1[NH2+][C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O	44
4nyi	Cc1ccc2[nH]cc(C[N@H+]3CC[C@@H](NC(=O)[C@@H]([NH3+])Cc4c[nH]c5ccccc45)CC3)c2c1	32
4nym	[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CC[N@@H+](Cc2c[nH]c3ccccc23)CC1	31
6d5e	Cc1cc(Cn2c(N3CC[NH2+]CC3)nc3c(N4CCC[C@H]4C[NH3+])cc(Cl)cc32)cc(C)c1F	33
