pdbid	uniprot_id_for_pdbid	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos	target_chembl_id	uniprot_id_from_chembl	target_name_from_chembl	target_type_from_chembl
5g5v	Q8WQX9	Q8WQX9	Phosphodiesterase (EC 3.1.4.-)	None	Unclassified	CHEMBL2010636	Q8WQX9	Class 1 phosphodiesterase PDEB1	SINGLE PROTEIN
5g2b	Q8WQX9	Q8WQX9	Phosphodiesterase (EC 3.1.4.-)	None	Unclassified	CHEMBL2010636	Q8WQX9	Class 1 phosphodiesterase PDEB1	SINGLE PROTEIN
4ea3	P41146	P41146	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	Nociceptin receptor	GPCR	CHEMBL2014	P41146	Nociceptin receptor	SINGLE PROTEIN
5dhg	P41146	P41146	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	Nociceptin receptor	GPCR	CHEMBL2014	P41146	Nociceptin receptor	SINGLE PROTEIN
5dhh	P41146	P41146	Nociceptin receptor (Kappa-type 3 opioid receptor) (KOR-3) (Orphanin FQ receptor)	Nociceptin receptor	GPCR	CHEMBL2014	P41146	Nociceptin receptor	SINGLE PROTEIN
3gzn	Q13564,Q15843,Q8TBC4	Q8TBC4	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (NEDD8-activating enzyme E1C) (Ubiquitin-activating enzyme E1C) (Ubiquitin-like modifier-activating enzyme 3) (Ubiquitin-activating enzyme 3)	NEDD8-activating enzyme E1 catalytic subunit	Other	CHEMBL2016430	Q8TBC4	NEDD8-activating enzyme E1 catalytic subunit	SINGLE PROTEIN
3lc3	P00740	P00740	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Coagulation factor IX	Enzyme	CHEMBL2016	P00740	Coagulation factor IX	SINGLE PROTEIN
4z0k	P00740	P00740	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Coagulation factor IX	Enzyme	CHEMBL2016	P00740	Coagulation factor IX	SINGLE PROTEIN
4yzu	P00740	P00740	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Coagulation factor IX	Enzyme	CHEMBL2016	P00740	Coagulation factor IX	SINGLE PROTEIN
4zae	P00740	P00740	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Coagulation factor IX	Enzyme	CHEMBL2016	P00740	Coagulation factor IX	SINGLE PROTEIN
5egm	P00740	P00740	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Coagulation factor IX	Enzyme	CHEMBL2016	P00740	Coagulation factor IX	SINGLE PROTEIN
5tnt	P00740	P00740	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Coagulation factor IX	Enzyme	CHEMBL2016	P00740	Coagulation factor IX	SINGLE PROTEIN
3lc5	P00740	P00740	Coagulation factor IX (EC 3.4.21.22) (Christmas factor) (Plasma thromboplastin component) (PTC) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain]	Coagulation factor IX	Enzyme	CHEMBL2016	P00740	Coagulation factor IX	SINGLE PROTEIN
2hdu	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
1xgj	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
2hdq	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
2r9w	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
2r9x	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
2hdr	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
2pu2	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
2hds	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
1l2s	P00811	P00811	Beta-lactamase (EC 3.5.2.6) (Cephalosporinase)	None	Unclassified	CHEMBL2026	P00811	Beta-lactamase AmpC	SINGLE PROTEIN
3eig	P00374	P00374	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase	Enzyme	CHEMBL202	P00374	Dihydrofolate reductase	SINGLE PROTEIN
3n0h	P00374	P00374	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase	Enzyme	CHEMBL202	P00374	Dihydrofolate reductase	SINGLE PROTEIN
3s3v	P00374	P00374	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase	Enzyme	CHEMBL202	P00374	Dihydrofolate reductase	SINGLE PROTEIN
3oaf	P00374	P00374	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase	Enzyme	CHEMBL202	P00374	Dihydrofolate reductase	SINGLE PROTEIN
4g95	P00374	P00374	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase	Enzyme	CHEMBL202	P00374	Dihydrofolate reductase	SINGLE PROTEIN
1u71	P00374	P00374	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase	Enzyme	CHEMBL202	P00374	Dihydrofolate reductase	SINGLE PROTEIN
1kmv	P00374	P00374	Dihydrofolate reductase (EC 1.5.1.3)	Dihydrofolate reductase	Enzyme	CHEMBL202	P00374	Dihydrofolate reductase	SINGLE PROTEIN
4p6x	P04150	P04150	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Glucocorticoid receptor	Nuclear Receptor	CHEMBL2034	P04150	Glucocorticoid receptor	SINGLE PROTEIN
1p93	P04150	P04150	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Glucocorticoid receptor	Nuclear Receptor	CHEMBL2034	P04150	Glucocorticoid receptor	SINGLE PROTEIN
4p6w	P04150	P04150	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Glucocorticoid receptor	Nuclear Receptor	CHEMBL2034	P04150	Glucocorticoid receptor	SINGLE PROTEIN
3k22	P04150	P04150	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Glucocorticoid receptor	Nuclear Receptor	CHEMBL2034	P04150	Glucocorticoid receptor	SINGLE PROTEIN
1nhz	P04150	P04150	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Glucocorticoid receptor	Nuclear Receptor	CHEMBL2034	P04150	Glucocorticoid receptor	SINGLE PROTEIN
4csj	P04150	P04150	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Glucocorticoid receptor	Nuclear Receptor	CHEMBL2034	P04150	Glucocorticoid receptor	SINGLE PROTEIN
4lsj	P04150	P04150	Glucocorticoid receptor (GR) (Nuclear receptor subfamily 3 group C member 1)	Glucocorticoid receptor	Nuclear Receptor	CHEMBL2034	P04150	Glucocorticoid receptor	SINGLE PROTEIN
2xcg	P27338	P27338	Amine oxidase [flavin-containing] B (EC 1.4.3.4) (Monoamine oxidase type B) (MAO-B)	Amine oxidase [flavin-containing] B	Enzyme	CHEMBL2039	P27338	Monoamine oxidase B	SINGLE PROTEIN
2ito	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
2itz	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5j9y	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3lzb	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3w2q	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4jq8	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
1xkk	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
2ity	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3ika	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5j9z	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5yu9	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5gty	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5gnk	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3ug2	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3w2s	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
2itt	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
2jiu	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
2itp	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3poz	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5x28	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3w2o	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3w2r	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5x26	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5x27	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4jr3	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4jrv	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4jq7	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3w32	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3w33	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4li5	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5gmp	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
2rgp	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
3bel	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4rj7	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4rj6	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4rj4	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5cao	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
4rj8	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5uga	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5ug9	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5ugc	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5ug8	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5cau	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5cal	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5cap	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5c8k	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5cas	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5edr	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5edq	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5em6	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5em5	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5em7	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5hg9	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5hg5	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5hg7	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
5hg8	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
2j6m	P00533	P00533	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	Epidermal growth factor receptor	Kinase	CHEMBL203	P00533	Epidermal growth factor receptor erbB1	SINGLE PROTEIN
2x2l	P07949	P07949	Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Cadherin family member 12) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment]	Proto-oncogene tyrosine-protein kinase receptor Ret	Kinase	CHEMBL2041	P07949	Tyrosine-protein kinase receptor RET	SINGLE PROTEIN
