"id","UniProt","Name","Family"
5553,"Q9H2X8","Interferon alpha-inducible protein 27-like protein 2","Other"
5554,"P31269","Homeobox protein Hox-A9","Transcription Factor"
5555,"P35475","Alpha-L-iduronidase","Enzyme"
5556,"P41091","Eukaryotic translation initiation factor 2 subunit 3","Other"
5557,"Q93033","Immunoglobulin superfamily member 2","Other"
5558,"P0DOX4","Immunoglobulin epsilon heavy chain","Other"
5559,"Q6UW32","Insulin growth factor-like family member 1","Other"
5560,"Q6UWQ7","Insulin growth factor-like family member 2","Other"
5561,"Q8NI17","Interleukin-31 receptor subunit alpha","Other"
5562,"Q6EBC2","Interleukin-31","Other"
5563,"C9JLW8","Mapk-regulated corepressor-interacting protein 1","Other"
5564,"Q71H61","Immunoglobulin-like domain-containing receptor 2","Other"
5565,"P05113","Interleukin-5","Other"
5566,"P26951","Interleukin-3 receptor subunit alpha","Other"
5567,"P01584","Interleukin-1 beta","Other"
5568,"Q9H0C8","Integrin-linked kinase-associated serine/threonine phosphatase 2C","Enzyme"
5569,"Q13418","Integrin-linked protein kinase","Kinase"
5570,"Q9NPH9","Interleukin-26","Other"
5571,"Q9UHH9","Inositol hexakisphosphate kinase 2","Kinase"
5572,"O75586","Mediator of RNA polymerase II transcription subunit 6","Enzyme"
5573,"O43513","Mediator of RNA polymerase II transcription subunit 7","Enzyme"
5574,"Q96G25","Mediator of RNA polymerase II transcription subunit 8","Enzyme"
5575,"Q9NWA0","Mediator of RNA polymerase II transcription subunit 9","Enzyme"
5576,"Q5VYS4","Mesenteric estrogen-dependent adipogenesis protein","Other"
5577,"P51617","Interleukin-1 receptor-associated kinase 1","Kinase"
5578,"Q8IXL9","IQ domain-containing protein F2","Other"
5579,"P05198","Eukaryotic translation initiation factor 2 subunit 1","Other"
5580,"O14879","Interferon-induced protein with tetratricopeptide repeats 3","Other"
5581,"P01834","Immunoglobulin kappa constant","Other"
5582,"P13164","Interferon-induced transmembrane protein 1","Other"
5583,"Q8IVU1","Immunoglobulin superfamily DCC subclass member 3","Other"
5584,"P01344","Insulin-like growth factor II","Other"
5585,"Q6B9Z1","Insulin growth factor-like family member 4","Other"
5586,"Q86VF2","Immunoglobulin-like and fibronectin type III domain-containing protein 1","Other"
5587,"P0DOX5","Immunoglobulin gamma-1 heavy chain","Other"
5588,"Q15653","NF-kappa-B inhibitor beta","Other"
5589,"Q14164","Inhibitor of nuclear factor kappa-B kinase subunit epsilon","Kinase"
5590,"O00221","NF-kappa-B inhibitor epsilon","Other"
5591,"Q70UQ0","Inhibitor of nuclear factor kappa-B kinase-interacting protein","Enzyme"
5592,"O15111","Inhibitor of nuclear factor kappa-B kinase subunit alpha","Kinase"
5593,"P40933","Interleukin-15","Other"
5594,"P16871","Interleukin-7 receptor subunit alpha","Other"
5595,"Q8TC05","Nuclear protein MDM1","Other"
5596,"Q00987","E3 ubiquitin-protein ligase Mdm2","Enzyme"
5597,"O15151","Protein Mdm4","Other"
5598,"Q9NU22","Midasin","Other"
5599,"P08183","Multidrug resistance protein 1","Transporter"
5600,"P21439","Phosphatidylcholine translocator ABCB4","Transporter"
5601,"Q8NDY4","Myelodysplastic syndrome 2 translocation-associated protein","Other"
5602,"Q96HR3","Mediator of RNA polymerase II transcription subunit 30","Enzyme"
5603,"P23677","Inositol-trisphosphate 3-kinase A","Kinase"
5604,"Q9NPJ6","Mediator of RNA polymerase II transcription subunit 4","Enzyme"
5605,"Q96PC2","Inositol hexakisphosphate kinase 3","Kinase"
5606,"Q5VY09","Immediate early response gene 5 protein","Other"
5607,"O00425","Insulin-like growth factor 2 mRNA-binding protein 3","Other"
5608,"P20042","Eukaryotic translation initiation factor 2 subunit 2","Other"
5609,"A6NJ69","IgA-inducing protein homolog","Other"
5610,"A6NMD0","Interferon-induced transmembrane protein 10","Other"
5611,"Q14005","Pro-interleukin-16","Other"
5612,"P08887","Interleukin-6 receptor subunit alpha","Other"
5613,"Q01638","Interleukin-1 receptor-like 1","Other"
5614,"Q9HBE4","Interleukin-21","Other"
5615,"Q9GZX6","Interleukin-22","Other"
5616,"P05112","Interleukin-4","Other"
5617,"Q14213","Interleukin-27 subunit beta","Other"
5618,"O15225","Putative inactivation escape 1 protein","Other"
5619,"Q9UK53","Inhibitor of growth protein 1","Epigenetic"
5620,"Q8WYH8","Inhibitor of growth protein 5","Epigenetic"
5621,"P15260","Interferon gamma receptor 1","Other"
5622,"P38484","Interferon gamma receptor 2","Other"
5623,"Q9Y3C7","Mediator of RNA polymerase II transcription subunit 31","Enzyme"
5624,"Q9Y5U9","Immediate early response 3-interacting protein 1","Other"
5625,"Q5JSS6","Meiosis expressed gene 1 protein homolog","Other"
5626,"A0A087WXM9","Meiosis-specific kinetochore protein","Other"
5627,"Q5JU85","IQ motif and SEC7 domain-containing protein 2","Other"
5628,"P20155","Serine protease inhibitor Kazal-type 2","Enzyme"
5629,"Q9NQ38","Serine protease inhibitor Kazal-type 5","Enzyme"
5630,"Q96CN7","Isochorismatase domain-containing protein 1","Enzyme"
5631,"P83105","Serine protease HTRA4","Enzyme"
5632,"A0A0A0MS14","Immunoglobulin heavy variable 1-45","Other"
5633,"P31260","Homeobox protein Hox-A10","Transcription Factor"
5634,"P01766","Immunoglobulin heavy variable 3-13","Other"
5635,"P14653","Homeobox protein Hox-B1","Transcription Factor"
5636,"P28358","Homeobox protein Hox-D10","Transcription Factor"
5637,"P31277","Homeobox protein Hox-D11","Transcription Factor"
5638,"P0DP04","Immunoglobulin heavy variable 3-43D","Other"
5639,"Q96N76","Urocanate hydratase","Enzyme"
5640,"A0A0J9YX35","Immunoglobulin heavy variable 3-64D","Other"
5641,"A0A0B4J2H0","Immunoglobulin heavy variable 1-69D","Other"
5642,"A0A0C4DH43","Immunoglobulin heavy variable 2-70D","Other"
5643,"P38567","Hyaluronidase PH-20","Enzyme"
5644,"P52789","Hexokinase-2","Kinase"
5645,"Q6ZVW7","Putative interleukin-17 receptor E-like","Other"
5646,"Q96F46","Interleukin-17 receptor A","Other"
5647,"Q9NRM6","Interleukin-17 receptor B","Other"
5648,"Q8NAC3","Interleukin-17 receptor C","Other"
5649,"Q969J5","Interleukin-22 receptor subunit alpha-2","Other"
5650,"Q92819","Hyaluronan synthase 2","Enzyme"
5651,"Q6ZQW0","Indoleamine 2,3-dioxygenase 2","Enzyme"
5652,"Q2VIR3","Eukaryotic translation initiation factor 2 subunit 3B","Other"
5653,"Q9P0M4","Interleukin-17C","Other"
5654,"Q86SU0","Immunoglobulin-like domain-containing receptor 1","Other"
5655,"Q9H293","Interleukin-25","Other"
5656,"Q8NEV9","Interleukin-27 subunit alpha","Other"
5657,"Q27J81","Inverted formin-2","Other"
5658,"Q9H160","Inhibitor of growth protein 2","Epigenetic"
5659,"Q9NXR8","Inhibitor of growth protein 3","Epigenetic"
5660,"Q9UNL4","Inhibitor of growth protein 4","Epigenetic"
5661,"Q53G44","Interferon-induced protein 44-like","Other"
5662,"P23368","NAD-dependent malic enzyme, mitochondrial","Other"
5663,"Q8N5X7","Eukaryotic translation initiation factor 4E type 3","Other"
5664,"P23588","Eukaryotic translation initiation factor 4B","Other"
5665,"Q01628","Interferon-induced transmembrane protein 3","Other"
5666,"P01566","Interferon alpha-10","Other"
5667,"Q9H7X7","Intraflagellar transport protein 22 homolog","Enzyme"
5668,"P40305","Interferon alpha-inducible protein 27, mitochondrial","Other"
5669,"P01562","Interferon alpha-1/13","Other"
5670,"Q9BW83","Intraflagellar transport protein 27 homolog","Enzyme"
5671,"Q9NWB7","Intraflagellar transport protein 57 homolog","Other"
5672,"P01880","Immunoglobulin heavy constant delta","Other"
5673,"Q8N9C0","Immunoglobulin superfamily member 22","Other"
5674,"A1L1A6","Immunoglobulin superfamily member 23","Other"
5675,"P01860","Immunoglobulin heavy constant gamma 3","Other"
5676,"Q9NSI5","Immunoglobulin superfamily member 5","Other"
5677,"P0DOY2","Immunoglobulin lambda constant 2","Other"
5678,"B9A064","Immunoglobulin lambda-like polypeptide 5","Other"
5679,"Q9H665","IGF-like family receptor 1","Other"
5680,"Q14623","Indian hedgehog protein","Other"
5681,"Q8NI38","NF-kappa-B inhibitor delta","Other"
5682,"Q9UKT9","Zinc finger protein Aiolos","Transcription Factor"
5683,"Q14116","Interleukin-18","Other"
5684,"P20809","Interleukin-11","Other"
5685,"P14784","Interleukin-2 receptor subunit beta","Other"
5686,"P30740","Leukocyte elastase inhibitor","Enzyme"
5687,"Q16552","Interleukin-17A","Other"
5688,"P32927","Cytokine receptor common subunit beta","Other"
5689,"Q6UX52","Protein IL-40","Other"
5690,"Q13007","Interleukin-24","Other"
5691,"P01743","Immunoglobulin heavy variable 1-46","Other"
5692,"P31249","Homeobox protein Hox-D3","Transcription Factor"
5693,"Q00444","Homeobox protein Hox-C5","Transcription Factor"
5694,"P31268","Homeobox protein Hox-A7","Transcription Factor"
5695,"Q9NX55","Huntingtin-interacting protein K","Other"
5696,"Q92839","Hyaluronan synthase 1","Enzyme"
5697,"Q9Y4L1","Hypoxia up-regulated protein 1","Other"
5698,"Q5TF58","Intermediate filament family orphan 2","Other"
5699,"P01574","Interferon beta","Other"
5700,"A6NNB3","Interferon-induced transmembrane protein 5","Other"
5701,"Q86WN2","Interferon epsilon","Other"
5702,"P01570","Interferon alpha-14","Other"
5703,"Q96M15","Putative uncharacterized protein IGF2BP2-AS1","Other"
5704,"P05013","Interferon alpha-6","Other"
5705,"P32881","Interferon alpha-8","Other"
5706,"P01579","Interferon gamma","Other"
5707,"Q5DX21","Immunoglobulin superfamily member 11","Other"
5708,"P05019","Insulin-like growth factor I","Other"
5709,"P0DOX8","Immunoglobulin lambda-1 light chain","Other"
5710,"P0CG04","Immunoglobulin lambda constant 1","Other"
5711,"A0M8Q6","Immunoglobulin lambda constant 7","Other"
5712,"P25963","NF-kappa-B inhibitor alpha","Other"
5713,"O14920","Inhibitor of nuclear factor kappa-B kinase subunit beta","Kinase"
5714,"P01876","Immunoglobulin heavy constant alpha 1","Other"
5715,"Q6NXR0","Interferon-inducible GTPase 5","Enzyme"
5716,"Q9UKS7","Zinc finger protein Helios","Transcription Factor"
5717,"Q9H2S9","Zinc finger protein Eos","Transcription Factor"
5718,"Q9H5V7","Zinc finger protein Pegasus","Transcription Factor"
5719,"P01589","Interleukin-2 receptor subunit alpha","Other"
5720,"P01583","Interleukin-1 alpha","Other"
5721,"Q12905","Interleukin enhancer-binding factor 2","Other"
5722,"O15409","Forkhead box protein P2","Transcription Factor"
5723,"P41439","Folate receptor gamma","Other"
5724,"P01100","Proto-oncogene c-Fos","Transcription Factor"
5725,"A8MTJ6","Forkhead box protein I3","Other"
5726,"O60548","Forkhead box protein D2","Transcription Factor"
5727,"Q9NQT6","Fascin-3","Other"
5728,"A1L4K1","Fibronectin type III and SPRY domain-containing protein 2","Other"
5729,"Q6ZNA5","Ferric-chelate reductase 1","Enzyme"
5730,"P01225","Follitropin subunit beta","Other"
5731,"Q96A29","GDP-fucose transporter 1","Transporter"
5732,"Q9BT04","Protein fuzzy homolog","Other"
5733,"P51114","Fragile X mental retardation syndrome-related protein 1","Other"
5734,"Q8NGA4","Putative G-protein coupled receptor GPR32P1","GPCR"
5735,"Q9BYC5","Alpha-(1,6)-fucosyltransferase","Enzyme"
5736,"Q14332","Frizzled-2","GPCR"
5737,"Q8N3F9","Integral membrane protein GPR137C","Other"
5738,"O75084","Frizzled-7","GPCR"
5739,"Q9H461","Frizzled-8","GPCR"
5740,"O43826","Glucose-6-phosphate exchanger SLC37A4","Transporter"
5741,"Q8TED4","Glucose-6-phosphate exchanger SLC37A2","Transporter"
5742,"P0DPI2","Glutamine amidotransferase-like class 1 domain-containing protein 3A, mitochondrial","Other"
5743,"Q6NT46","G antigen 2A","Other"
5744,"Q14376","UDP-glucose 4-epimerase","Enzyme"
5745,"P51570","Galactokinase","Kinase"
5746,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1","Other"
5747,"P15976","Erythroid transcription factor","Transcription Factor"
5748,"Q96AC1","Fermitin family homolog 2","Other"
5749,"P98174","FYVE, RhoGEF and PH domain-containing protein 1","Other"
5750,"Q7Z6J4","FYVE, RhoGEF and PH domain-containing protein 2","Other"
5751,"Q8N441","Fibroblast growth factor receptor-like 1","Other"
5752,"P0C7X4","Putative ferritin heavy polypeptide-like 19","Other"
5753,"P02679","Fibrinogen gamma chain","Other"
5754,"Q92914","Fibroblast growth factor 11","Other"
5755,"O15552","Free fatty acid receptor 2","GPCR"
5756,"P31513","Dimethylaniline monooxygenase [N-oxide-forming] 3","Enzyme"
5757,"Q9Y5Y0","Feline leukemia virus subgroup C receptor-related protein 1","Other"
5758,"Q01740","Dimethylaniline monooxygenase [N-oxide-forming] 1","Enzyme"
5759,"Q53EP0","Fibronectin type III domain-containing protein 3B","Other"
5760,"Q05932","Folylpolyglutamate synthase, mitochondrial","Enzyme"
5761,"P58012","Forkhead box protein L2","Transcription Factor"
5762,"Q86XX4","Extracellular matrix protein FRAS1","Other"
5763,"P02792","Ferritin light chain","Other"
5764,"Q5SZK8","FRAS1-related extracellular matrix protein 2","Other"
5765,"P98177","Forkhead box protein O4","Transcription Factor"
5766,"P02794","Ferritin heavy chain","Other"
5767,"P42685","Tyrosine-protein kinase FRK","Kinase"
5768,"Q9P2Q2","FERM domain-containing protein 4A","Other"
5769,"Q9BXM9","FSD1-like protein","Other"
5770,"Q9BTY2","Plasma alpha-L-fucosidase","Enzyme"
5771,"Q8TAL6","Fin bud initiation factor homolog","Other"
5772,"Q2V2M9","FH1/FH2 domain-containing protein 3","Other"
5773,"Q5D862","Filaggrin-2","Other"
5774,"Q9NVK5","FGFR1 oncogene partner 2","Other"
5775,"Q5NUL3","Free fatty acid receptor 4","GPCR"
5776,"P02751","Fibronectin","Other"
5777,"Q8N6M3","Fat storage-inducing transmembrane protein 2","Other"
5778,"Q9GZV9","Fibroblast growth factor 23","Other"
5779,"Q8TC99","Fibronectin type III domain-containing protein 8","Other"
5780,"Q9P278","Folliculin-interacting protein 2","Other"
5781,"Q8IX07","Zinc finger protein ZFPM1","Transcription Factor"
5782,"P55318","Hepatocyte nuclear factor 3-gamma","Transcription Factor"
5783,"A0AVI2","Fer-1-like protein 5","Other"
5784,"Q12778","Forkhead box protein O1","Transcription Factor"
5785,"O95876","WD repeat-containing and planar cell polarity effector protein fritz homolog","Other"
5786,"A6NGY1","Protein FRG2-like-2","Other"
5787,"Q5CZC0","Fibrous sheath-interacting protein 2","Other"
5788,"Q9BZ67","FERM domain-containing protein 8","Other"
5789,"Q8N4E7","Ferritin, mitochondrial","Other"
5790,"A8MYZ6","Forkhead box protein O6","Transcription Factor"
5791,"Q64ET8","Protein FRG2","Other"
5792,"O94915","Protein furry homolog-like","Other"
5793,"Q7Z6J6","FERM domain-containing protein 5","Other"
5794,"Q9P0K9","DOMON domain-containing protein FRRS1L","Other"
5795,"Q8WU20","Fibroblast growth factor receptor substrate 2","Other"
5796,"Q8N461","F-box/LRR-repeat protein 16","Other"
5797,"Q6PCT2","F-box/LRR-repeat protein 19","Other"
5798,"Q96IG2","F-box/LRR-repeat protein 20","Other"
5799,"Q9Y231","Alpha-(1,3)-fucosyltransferase 9","Enzyme"
5800,"Q7L622","G2/M phase-specific E3 ubiquitin-protein ligase","Epigenetic"
5801,"O00144","Frizzled-9","GPCR"
5802,"Q99999","Galactosylceramide sulfotransferase","Enzyme"
5803,"P06744","Glucose-6-phosphate isomerase","Enzyme"
5804,"Q9UQC2","GRB2-associated-binding protein 2","Other"
5805,"Q9H2C0","Gigaxonin","Other"
5806,"Q14C86","GTPase-activating protein and VPS9 domain-containing protein 1","Enzyme"
5807,"P47211","Galanin receptor type 1","GPCR"
5808,"Q92908","Transcription factor GATA-6","Transcription Factor"
5809,"A8MYX2","Protein FAM25E","Other"
5810,"Q9Y261","Hepatocyte nuclear factor 3-beta","Transcription Factor"
5811,"O95684","FGFR1 oncogene partner","Other"
5812,"Q92949","Forkhead box protein J1","Transcription Factor"
5813,"Q6ZUU3","FOXL2 neighbor protein","Other"
5814,"P14324","Farnesyl pyrophosphate synthase","Enzyme"
5815,"Q9BTV5","Fibronectin type III and SPRY domain-containing protein 1","Other"
5816,"Q5SYB0","FERM and PDZ domain-containing protein 1","Other"
5817,"Q8NA03","Fibrous sheath-interacting protein 1","Other"
5818,"P04066","Tissue alpha-L-fucosidase","Enzyme"
5819,"Q8IVP5","FUN14 domain-containing protein 1","Other"
5820,"Q96IV6","Fatty acid hydroxylase domain-containing protein 2","Enzyme"
5821,"Q11128","Alpha-(1,3)-fucosyltransferase 5","Enzyme"
5822,"P51116","Fragile X mental retardation syndrome-related protein 2","Epigenetic"
5823,"Q8N1E6","F-box/LRR-repeat protein 14","Other"
5824,"Q8WXT5","Forkhead box protein D4-like 4","Transcription Factor"
5825,"Q5VV16","Forkhead box protein D4-like 5","Transcription Factor"
5826,"Q10981","Galactoside 2-alpha-L-fucosyltransferase 2","Enzyme"
5827,"Q9NPG1","Frizzled-3","GPCR"
5828,"Q9ULV1","Frizzled-4","GPCR"
5829,"Q10472","Polypeptide N-acetylgalactosaminyltransferase 1","Enzyme"
5830,"Q13069","G antigen 5","Other"
5831,"Q9H6D8","Fibronectin type III domain-containing protein 4","Other"
5832,"Q8WW38","Zinc finger protein ZFPM2","Transcription Factor"
5833,"Q9UPW0","Forkhead box protein J3","Transcription Factor"
5834,"Q9UJU5","Forkhead box protein D3","Transcription Factor"
5835,"P14207","Folate receptor beta","Other"
5836,"Q9BZS1","Forkhead box protein P3","Transcription Factor"
5837,"Q01167","Forkhead box protein K2","Transcription Factor"
5838,"P55316","Forkhead box protein G1","Transcription Factor"
5839,"Q12948","Forkhead box protein C1","Transcription Factor"
5840,"O75593","Forkhead box protein H1","Transcription Factor"
5841,"A9Z1Z3","Fer-1-like protein 4","Other"
5842,"Q96NE9","FERM domain-containing protein 6","Other"
5843,"Q13283","Ras GTPase-activating protein-binding protein 1","Enzyme"
5844,"Q5VWT5","FYN-binding protein 2","Other"
5845,"P06241","Tyrosine-protein kinase Fyn","Kinase"
5846,"Q8WWW8","GRB2-associated-binding protein 3","Other"
5847,"P63130","Endogenous retrovirus group K member 7 Gag polyprotein","Other"
5848,"Q96C23","Aldose 1-epimerase","Enzyme"
5849,"P05413","Fatty acid-binding protein, heart","Other"
5850,"Q9UK73","Protein fem-1 homolog B","Other"
5851,"Q5TA89","Transcription factor HES-5","Transcription Factor"
5852,"A6NMB9","Putative fidgetin-like protein 2","Enzyme"
5853,"Q9Y613","FH1/FH2 domain-containing protein 1","Other"
5854,"Q14318","Peptidyl-prolyl cis-trans isomerase FKBP8","Enzyme"
5855,"Q8NFG4","Folliculin","Other"
5856,"Q9UPI3","Feline leukemia virus subgroup C receptor-related protein 2","Other"
5857,"Q8IVF7","Formin-like protein 3","Other"
5858,"Q14315","Filamin-C","Other"
5859,"P15407","Fos-related antigen 1","Transcription Factor"
5860,"Q12950","Forkhead box protein D4","Transcription Factor"
5861,"O15353","Forkhead box protein N1","Transcription Factor"
5862,"Q12841","Follistatin-related protein 1","Other"
5863,"O95633","Follistatin-related protein 3","Other"
5864,"Q5H9T9","Fibrous sheath CABYR-binding protein","Other"
5865,"A2A2Y4","FERM domain-containing protein 3","Other"
5866,"Q9H334","Forkhead box protein P1","Transcription Factor"
5867,"P55317","Hepatocyte nuclear factor 3-alpha","Transcription Factor"
5868,"Q13461","Forkhead box protein E3","Transcription Factor"
5869,"P15328","Folate receptor alpha","Other"
5870,"Q12946","Forkhead box protein F1","Transcription Factor"
5871,"Q9P2B2","Prostaglandin F2 receptor negative regulator","Other"
